transaction_id,amount,hour_of_day,customer_id,customer_age,account_balance,transaction_type,distance_from_home,merchant_category,device_type,is_foreign,device_new,velocity_24h,is_fraud
112,87.19817043640525,10,9504,30,7545.506862474227,in_store,13.264483286254805,travel,desktop,0,0,1,0
113,96.76411879195334,20,1143,56,5816.379354322109,online,22.217839863986352,fuel,desktop,0,1,1,0
114,1730.0239563244638,16,12883,29,7133.434150757361,online,9.774238364615307,grocery,desktop,0,0,2,0
115,71.46207163165943,18,16883,35,4530.108304428916,online,13.468053883023641,travel,mobile,0,0,3,0
116,129.26399819844534,17,4751,24,3988.7581427653768,atm,4.758275827676295,fuel,mobile,0,0,2,0
117,86.34456631753196,21,1566,66,6516.887982978786,online,12.791930107442852,online_retail,atm,1,0,4,0
118,22.14443791125925,23,17287,38,5162.576138371266,online,1.3726071187176392,fuel,mobile,0,0,1,0
119,354.7407983931392,17,18332,65,4378.868089631711,online,19.139567589559864,travel,mobile,0,0,3,0
120,221.9205953361748,16,15674,55,5107.016703153858,in_store,22.4522312778015,online_retail,mobile,0,0,3,0
121,232.58094999512858,5,9484,47,11139.89465945108,online,5.3287870040403185,online_retail,mobile,1,0,1,0
122,30.226984570506936,22,13130,48,5189.59228850345,online,44.58934524663087,travel,mobile,0,0,1,0
123,484.6142303623713,3,280,51,3436.651451734321,in_store,4.573222889614941,online_retail,mobile,0,0,0,0
124,16.739626025679396,18,904,32,1969.1062291148708,online,33.57883671474501,online_retail,desktop,0,0,2,0
125,182.04037671612903,19,15953,19,4214.818393245311,online,33.893965918230656,travel,mobile,0,0,1,0
126,1247.0633558084382,11,13638,61,4442.673246883969,online,11.337395637294044,grocery,mobile,0,0,3,0
127,27.4222961292736,5,15011,58,0.0,online,14.798226235860083,fuel,mobile,0,0,2,0
128,45.6244028900969,13,8429,47,8163.054698039094,in_store,4.073932417400904,grocery,mobile,0,0,1,0
129,101.45157977479292,9,18185,64,4534.2517489139,online,7.378440693275747,online_retail,desktop,0,0,3,0
130,49.19683120691469,16,12514,78,7993.229156015168,online,16.686372391444532,fuel,mobile,0,0,4,0
131,14.002051893827383,1,13984,74,11354.267260684383,online,25.269443417871997,fuel,mobile,0,0,0,0
132,97.73654768138327,2,9992,25,7268.9722431132595,online,8.539386936744748,entertainment,mobile,0,0,2,0
133,25.159499615258206,16,3404,47,9344.469893071724,online,3.598873736829961,grocery,mobile,0,0,5,0
134,158.9056955896596,6,14376,39,25.55972224430092,in_store,5.964612599361855,travel,atm,0,0,0,0
135,29.86511028373938,11,15265,60,2793.3489031400513,online,5.080590003534769,travel,desktop,0,0,2,0
136,578.2008421135286,21,5451,57,5105.53477853944,in_store,5.663066207559854,fuel,desktop,1,0,3,0
137,35.16657470414263,1,4691,38,7619.6466181111045,online,6.278794344708381,travel,desktop,0,1,1,0
138,61.16200604984931,7,8278,26,9666.001721280578,online,27.322653688163285,grocery,mobile,0,0,3,0
139,238.94195607945105,22,7992,57,4391.724566682934,in_store,3.7951753638212318,travel,mobile,0,0,2,0
140,20.552093727027515,12,8717,55,7323.354031467983,in_store,9.732531659907458,online_retail,mobile,0,1,1,0
141,118.26784457986943,12,3411,37,8618.631887029507,online,7.704412765825076,entertainment,desktop,0,0,4,0
142,432.06295428519513,15,16920,41,5833.496791337336,in_store,2.3115758421614565,online_retail,desktop,0,0,2,0
143,13.079159931245014,13,16532,66,4497.806529135769,online,26.91987512076771,fuel,mobile,0,0,2,0
144,112.3434425024716,19,6444,26,1089.5719543322475,in_store,44.62770421971672,fuel,mobile,0,0,0,0
145,122.96003121558469,10,17351,61,1945.7553125117443,atm,23.99644881656282,online_retail,mobile,0,0,2,0
146,230.02487290302147,7,10574,70,10233.237237032014,in_store,2.133148463425283,fuel,mobile,0,0,2,0
147,20.402534777825934,15,1975,53,608.037947854367,online,13.555774745520937,grocery,mobile,0,0,1,0
148,18.45715433759413,14,3935,59,4555.860419246209,online,16.08522700990938,online_retail,desktop,0,0,1,0
149,168.39794164793707,11,4180,40,2313.69111369908,in_store,15.509925929657484,online_retail,desktop,0,0,2,0
150,128.55818557488885,12,4747,38,4796.69366947459,in_store,3.9663179637591774,online_retail,mobile,0,0,2,0
151,121.58230251532889,22,160,54,6583.53770223801,online,12.796733923957326,online_retail,mobile,0,0,4,0
152,136.41993031256163,20,4944,54,3853.097046037621,online,2.3394180445481587,grocery,mobile,0,0,3,0
153,39.80411640111284,8,234,19,4310.702942643829,online,27.36552406211598,fuel,mobile,0,0,4,0
154,118.95014272155771,13,2512,69,2781.555509913123,online,4.074711815575314,travel,mobile,0,0,3,0
155,127.95606565863888,19,443,37,3794.1220486508632,in_store,27.13229383124815,grocery,desktop,1,0,2,0
156,38.197814363801314,15,2051,61,9521.103371383388,online,29.048560871583202,travel,atm,0,0,2,0
157,844.655974234776,22,6580,57,7918.252066837633,in_store,9.452470184556873,grocery,desktop,0,0,2,0
158,158.95156053700958,18,14789,77,2535.901743170812,online,28.376547488572044,online_retail,mobile,0,0,1,0
159,21.55129275446597,7,7117,26,6250.207114205072,online,16.870203339733763,entertainment,mobile,0,0,3,0
160,197.92028138631346,12,4036,37,4061.965415686672,atm,8.472838126959033,online_retail,mobile,0,0,1,0
161,27.949016069043864,21,10228,21,1522.3966668946323,in_store,7.7670741702373505,entertainment,desktop,0,0,4,0
162,231.4818629088383,12,159,65,5841.004643226312,online,1.3174373352552526,fuel,mobile,0,0,4,0
163,361.51903463655174,14,19373,67,6493.685181708599,online,33.31782851306966,online_retail,mobile,0,0,3,0
164,33.6220202864141,20,4629,49,9251.504229439528,online,26.5830424192147,grocery,mobile,0,0,1,0
165,286.017030169193,1,11546,36,3576.0267950164625,in_store,25.595133419261465,grocery,mobile,0,0,3,0
166,147.7227361453213,3,16022,76,3362.8461590631177,online,22.011771298736353,travel,desktop,0,0,0,0
167,241.40407567025701,10,5186,18,10344.456205608474,in_store,25.016577961253688,online_retail,mobile,0,0,3,0
168,876.6883580187254,19,15528,58,3959.838559921065,in_store,11.634462809055064,fuel,desktop,0,0,2,0
169,67.05641371090184,10,1398,76,4078.85810520298,online,2.039108666970421,online_retail,mobile,0,0,1,0
170,36.43451729952033,13,11588,35,0.0,online,2.8777337048229112,online_retail,mobile,0,0,6,0
171,30.956490441067153,11,12143,39,2109.6137049444324,online,15.162561623656188,travel,mobile,0,0,2,0
172,33.81916514909693,20,19926,32,4111.876676827922,online,16.255041961238188,entertainment,mobile,1,0,2,0
173,82.062237124696,16,13592,35,5478.238472173416,online,6.363669937517025,fuel,mobile,0,0,1,0
174,135.55566527276048,9,16754,34,6878.1432730262895,in_store,8.82844591368193,grocery,mobile,0,0,0,0
175,125.46526648566449,21,6622,33,2700.7434757645105,in_store,11.008155683906702,travel,mobile,0,0,0,0
176,242.89272837149275,0,6080,56,8171.945651838355,online,14.072709064225535,grocery,mobile,0,0,1,0
177,91.4326165882348,13,18686,71,7577.285677854519,in_store,1.7689834051537434,grocery,desktop,0,0,2,0
178,515.0381072511948,20,17780,41,3642.1378106895077,in_store,1.3514305971507012,entertainment,mobile,0,0,1,0
179,65.5236928485873,14,13066,41,2773.7909465413645,online,1.1881525507907025,online_retail,desktop,0,0,3,0
180,2354.7809797766076,10,18364,56,3246.770688111963,in_store,28.551209232128762,grocery,mobile,0,0,1,0
181,190.71893834882675,22,16584,37,0.0,atm,6.871330519111001,online_retail,mobile,0,0,1,0
182,32.1821172155375,17,2082,34,1655.263700979426,online,0.5067805270341663,fuel,desktop,0,0,1,0
183,24.90152389814442,15,1133,46,6039.9202121759345,in_store,48.388760408999296,online_retail,mobile,0,0,2,0
184,160.60804574426456,22,3898,30,6097.34724258752,in_store,5.952945957696334,fuel,mobile,0,0,0,0
185,68.84410892514869,22,13572,38,2304.0737060377473,in_store,1.221081431021101,grocery,mobile,0,0,5,0
186,212.04544033573387,11,14737,51,5470.243934253152,online,20.29473713269551,online_retail,mobile,0,0,2,0
187,158.8380531458224,11,10314,34,5619.526973193149,in_store,6.00319499714513,entertainment,mobile,0,0,2,0
188,82.48407998260697,10,2013,20,5366.912017490943,in_store,7.908339646215112,online_retail,desktop,0,0,1,0
189,32.58485266834947,10,7359,38,3214.400179595502,in_store,7.035568051252563,grocery,desktop,0,0,1,0
190,14.616972161508675,7,19115,58,0.0,online,14.837293313324658,online_retail,mobile,0,0,1,0
191,52.677164872645,17,1918,60,6286.836365798781,in_store,21.803618983567745,online_retail,mobile,0,0,2,0
192,251.55925123601054,10,7914,74,6565.800031508979,in_store,18.753847248247773,online_retail,mobile,0,0,4,0
193,116.38602791013476,13,9361,52,7558.372351215844,online,9.93547097061622,grocery,mobile,0,0,0,0
194,20.18850666595857,14,16722,59,0.0,in_store,3.1902954537023174,online_retail,mobile,0,0,3,0
195,110.81000975938996,17,14075,47,6882.389583644429,in_store,16.768977785588845,online_retail,mobile,0,0,3,0
196,142.93369561063548,20,11355,49,5933.061920889346,in_store,19.653208185321716,fuel,desktop,0,0,0,0
197,31.167350125877793,23,5976,47,3728.19290303769,in_store,20.401325883403985,online_retail,desktop,0,0,1,0
198,108.25289683604258,13,19712,79,3783.8114498498608,in_store,4.5016233977523195,online_retail,desktop,0,0,1,0
199,96.52967385219549,21,357,49,3802.313120321784,in_store,19.460129179929165,travel,mobile,0,0,3,0
200,22.838224437523664,15,12367,66,4546.171441078372,in_store,0.6008049925512488,online_retail,mobile,0,0,1,0
201,138.2888802622958,22,13041,38,8356.353646223095,online,24.832532034600924,entertainment,mobile,0,0,1,0
202,176.4330407093739,19,6388,21,5058.4281832081615,in_store,1.3726685971402985,grocery,desktop,0,0,0,0
203,330.18776972558953,18,3911,36,7073.1745860246365,online,2.7499191725511354,entertainment,mobile,0,0,2,0
204,318.79952674998384,13,18530,43,4679.773762038061,in_store,14.446397701917,online_retail,desktop,0,0,1,0
205,17.232493497727848,10,1359,20,8609.095429165582,in_store,13.68671584295978,entertainment,mobile,0,0,1,0
206,29.21288713353494,20,19739,38,5745.365783126345,in_store,6.423235529860063,grocery,mobile,0,0,2,0
207,167.00810107150002,16,16134,53,2526.544734985471,online,21.829137780458208,grocery,mobile,0,0,3,0
208,166.75791352561635,3,5877,78,5940.342156699224,in_store,7.482296788015526,entertainment,mobile,1,0,0,0
209,167.0105899978923,13,1995,43,3168.0788049591224,atm,11.96868902337964,entertainment,desktop,0,0,2,0
210,9166.197288509491,7,9580,77,4918.290936982672,in_store,1.0751654746789474,grocery,desktop,0,0,1,0
211,178.58570264024675,1,17305,43,7626.557387002933,online,19.14071928353032,entertainment,mobile,0,0,2,0
212,351.6649121971325,23,3850,71,3923.74045746783,online,25.008638232600028,grocery,desktop,0,0,2,0
213,282.8175856642652,15,16127,33,7472.816198852508,online,38.61001264177702,travel,mobile,0,0,0,0
214,196.6979889833016,20,5294,70,396.620648374902,in_store,11.988206988475138,travel,mobile,0,0,3,0
215,61.66255795486773,13,1585,60,4234.563370061061,in_store,6.73087238571376,online_retail,atm,0,0,1,0
216,223.8022981500141,17,19560,24,7404.716891137088,in_store,9.004208413256352,online_retail,mobile,0,0,4,0
217,35.60940336889296,23,15440,64,10439.068133546023,online,0.9937226561313128,grocery,mobile,1,0,2,0
218,67.74954012487093,17,15392,28,6264.536446451476,online,12.595051105532855,grocery,mobile,0,0,3,0
219,50.277805772518334,8,18240,23,8784.420047171245,online,9.983836913776656,travel,desktop,0,0,3,0
220,99.31026777471268,20,3034,37,6845.485933991505,atm,28.51822188871759,grocery,mobile,0,0,3,0
221,1447.4957596433453,22,1329,51,0.0,in_store,14.11385805961418,entertainment,mobile,0,0,1,0
222,9.576208765148985,11,1406,36,1713.114071461567,online,31.174148968021417,online_retail,mobile,0,0,2,0
223,205.10298696915882,9,12542,22,5177.690833962521,online,26.12533767566656,fuel,mobile,0,0,2,0
224,12.997291044728314,10,18991,56,4045.3613020433854,online,7.977997738151999,entertainment,mobile,0,0,2,0
225,51.09475045204219,8,15344,22,4087.6818305921843,in_store,18.419639775753144,fuel,mobile,0,0,1,0
226,332.53353639923904,9,9296,75,2276.5283708350785,in_store,9.130359564178384,online_retail,mobile,0,0,2,0
227,97.23551475934043,18,11428,72,7110.50009318643,online,5.7297705767205045,grocery,mobile,0,0,1,0
228,24.697604780559917,12,16697,20,5485.8473909051745,in_store,21.27178916734154,entertainment,mobile,0,0,5,0
229,38.15418876260171,21,3749,66,2525.874496170599,in_store,3.43487953443824,online_retail,desktop,0,0,0,0
230,203.46974054616797,11,16254,42,1761.158013510031,online,15.302900204407601,grocery,mobile,0,0,0,0
231,37.470728016717324,22,2244,76,7852.250393899561,in_store,25.230625380129087,travel,atm,0,0,3,0
232,116.71677895573514,6,13109,76,5028.481968070084,online,19.138338665415052,online_retail,mobile,0,0,5,0
233,95.07691616753854,1,17174,72,1899.439446219234,online,24.677909777919222,travel,desktop,0,0,3,0
234,41.18522530232715,20,13014,36,3535.639506866907,in_store,8.571369709818233,travel,desktop,0,0,1,0
235,1179.3667338692908,19,1014,53,1096.4874177552501,atm,26.96472521853061,entertainment,mobile,0,0,3,0
236,192.61681999504012,18,2557,74,7873.597077423701,online,3.2823020104108016,online_retail,mobile,0,0,1,0
237,7.9234672650001094,13,17820,22,4240.875262127045,in_store,30.293672947057505,travel,mobile,0,0,0,0
238,112.58913034787125,8,4043,30,6199.105077801337,online,0.32157342345969064,travel,desktop,0,0,1,0
239,40.68486851155361,9,5932,25,3500.8047203292726,in_store,38.06251901504296,entertainment,desktop,0,0,1,0
240,250.36503721850713,20,13826,60,4333.025475954716,in_store,24.65619167175917,travel,mobile,0,0,3,0
241,34.777656079306965,22,9282,79,6849.726209021359,online,31.307173455252318,grocery,desktop,0,0,3,0
242,78.43860918575434,23,16433,69,3697.392308564007,in_store,0.7513381719135387,grocery,mobile,0,0,3,0
243,165.00647817170318,12,1741,39,4154.858009045969,online,38.22438663695448,travel,desktop,0,0,3,0
244,254.39959335163763,17,11827,23,6947.5618907517,online,3.5792962073940866,grocery,mobile,0,0,1,0
245,21.319972544876936,10,3304,40,4377.62848165238,in_store,9.34127561781227,travel,mobile,0,0,5,0
246,60.255780940681504,21,6689,29,1616.9657413732275,in_store,27.898649123947973,travel,mobile,0,0,4,0
247,50.910318631037775,16,18423,30,3648.8906745919044,online,14.960207752769884,online_retail,mobile,0,0,3,0
248,41.099868455935066,21,19157,40,7756.988740584492,atm,27.577769357198125,entertainment,desktop,0,0,4,0
249,748.8547865887977,19,10705,57,5267.383471193605,in_store,10.620031659982299,grocery,mobile,0,0,4,0
250,146.34663984480684,9,19906,59,10664.569445944808,in_store,13.091314646474382,online_retail,mobile,0,0,0,0
251,19.824910535469066,1,11617,62,2750.8064098525188,atm,9.495512506793093,online_retail,atm,0,0,4,0
252,270.8145681936447,23,819,45,7774.703642236447,in_store,10.090848033041317,travel,mobile,0,0,2,0
253,1148.93124425004,13,9307,23,3085.5522012941974,atm,2.310841965423264,grocery,mobile,1,0,3,0
254,310.7405478343326,10,13536,32,4598.959779981016,online,14.853454881779413,online_retail,desktop,0,0,5,0
255,14.537856507635007,20,5697,31,5966.267382330829,in_store,12.007382219488573,entertainment,mobile,0,0,0,0
256,50.345997001619445,8,4593,59,0.0,in_store,4.278464682433254,grocery,mobile,0,0,2,0
257,411.6993619676322,14,10745,49,5983.20260487885,online,18.293769156738822,grocery,mobile,0,0,0,0
258,38.5053287673455,13,18070,75,421.38627274370765,in_store,19.88264164599382,fuel,desktop,0,0,4,0
259,153.3285973937412,6,13022,38,6437.451133346676,online,3.0000626669620853,grocery,desktop,0,0,1,0
260,228.04907889821678,18,4875,33,3916.4128927839115,online,25.64604566706413,entertainment,desktop,0,0,0,0
261,29.597308676537207,21,6960,22,4354.610485994849,online,5.31364223231424,fuel,desktop,0,0,3,0
262,83.81144494840109,22,3377,28,11589.160648323917,in_store,11.34434966542804,fuel,desktop,0,0,0,0
263,1.8413135299701224,15,5896,63,0.0,online,17.654625161922244,fuel,mobile,0,0,3,0
264,26.33068082073232,0,10242,53,793.7340971552443,in_store,26.34517670707142,entertainment,desktop,0,0,2,0
265,66.48113467576502,12,1253,79,4879.706894174996,in_store,5.419358417022815,fuel,mobile,0,0,3,0
