unique_id,ds,deposits,withdrawals,net_cash_flow,interest_rate,economic_indicator,holiday_flag,day_of_week,month,temperature,marketing_campaign
Branch_1,2020-02-24,5565,4175,1390,0.01,2.5,0,0,2,27.1,0
Branch_1,2020-02-25,5812,2508,3304,0.0314,3.04,0,1,2,34.6,0
Branch_1,2020-02-26,8360,7080,1280,0.0433,2.08,0,2,2,28.5,0
Branch_1,2020-02-27,9771,6685,3086,0.025,2.06,1,3,2,22.7,1
Branch_1,2020-02-28,10279,9169,1110,0.0201,2.59,1,4,2,28.8,0
Branch_1,2020-02-29,10992,7494,3498,0.0284,2.48,0,5,2,25.9,1
Branch_1,2020-03-01,6504,4745,1759,0.0094,1.58,1,6,3,35.2,0
Branch_1,2020-03-02,6680,5272,1408,0.0012,2.65,1,0,3,32.2,0
Branch_1,2020-03-03,7066,5439,1627,0.0393,2.88,0,1,3,28.3,0
Branch_1,2020-03-04,8168,5224,2944,0.0378,3.21,0,2,3,20.9,0
Branch_1,2020-03-05,9666,8057,1609,0.0562,2.38,0,3,3,28.0,0
Branch_1,2020-03-06,8151,5582,2569,0.0519,2.99,0,4,3,23.6,0
Branch_1,2020-03-07,7332,5121,2211,0.0491,3.07,0,5,3,31.5,0
Branch_1,2020-03-08,7429,4507,2922,0.031,1.93,0,6,3,36.1,0
Branch_1,2020-03-09,6609,6068,541,0.0298,2.53,0,0,3,24.9,1
Branch_1,2020-03-10,8145,5763,2382,0.0375,2.45,1,1,3,25.9,0
Branch_1,2020-03-11,6812,3574,3238,0.0203,2.74,0,2,3,26.5,1
Branch_1,2020-03-12,10651,6269,4382,0.0447,2.22,0,3,3,30.1,0
Branch_1,2020-03-13,9103,6326,2777,0.0465,2.41,0,4,3,29.5,0
Branch_1,2020-03-14,9425,5733,3692,0.0151,1.96,0,5,3,25.2,0
Branch_1,2020-03-15,9855,8543,1312,0.0265,2.03,0,6,3,33.4,0
Branch_1,2020-03-16,7634,4364,3270,0.0334,2.1,0,0,3,27.7,0
Branch_1,2020-03-17,7434,5651,1783,0.0056,3.02,0,1,3,30.7,0
Branch_1,2020-03-18,9390,9062,328,0.0408,2.38,0,2,3,25.8,0
Branch_1,2020-03-19,10942,7286,3656,0.0386,2.02,0,3,3,27.4,0
Branch_1,2020-03-20,11034,6670,4364,0.0461,2.65,0,4,3,36.1,0
Branch_1,2020-03-21,9043,6945,2098,0.0471,2.26,0,5,3,25.7,1
Branch_1,2020-03-22,8883,7372,1511,0.0137,2.72,1,6,3,32.4,0
Branch_1,2020-03-23,5644,4292,1352,0.019,2.41,0,0,3,29.9,1
Branch_1,2020-03-24,9730,6208,3522,0.0035,2.11,0,1,3,25.0,0
Branch_1,2020-03-25,6913,4743,2170,0.0393,3.1,0,2,3,27.8,0
Branch_1,2020-03-26,10237,8358,1879,0.0248,2.05,0,3,3,35.4,0
Branch_1,2020-03-27,10693,9025,1668,0.0287,2.86,0,4,3,27.6,0
Branch_1,2020-03-28,10462,8324,2138,0.0205,2.95,0,5,3,30.4,1
Branch_1,2020-03-29,9991,9185,806,0.0339,2.43,0,6,3,44.4,0
Branch_1,2020-03-30,6976,4691,2285,0.03,2.34,0,0,3,29.5,1
Branch_1,2020-03-31,6937,4141,2796,0.0227,2.47,1,1,3,39.1,0
Branch_1,2020-04-01,8351,7681,670,0.019,3.33,0,2,4,30.1,0
Branch_1,2020-04-02,10813,6157,4656,0.0484,2.55,0,3,4,30.3,0
Branch_1,2020-04-03,9336,5328,4008,0.0494,3.08,0,4,4,28.9,0
Branch_1,2020-04-04,9740,7725,2015,0.0153,1.88,0,5,4,33.4,0
Branch_1,2020-04-05,8205,6903,1302,0.0277,3.71,0,6,4,28.8,0
Branch_1,2020-04-06,8128,6758,1370,0.015,2.95,0,0,4,36.4,0
Branch_1,2020-04-07,6354,4002,2352,0.0061,1.97,0,1,4,26.2,0
Branch_1,2020-04-08,8906,8402,504,0.0455,3.22,0,2,4,24.8,1
Branch_1,2020-04-09,8931,6151,2780,0.057,2.28,1,3,4,29.8,0
Branch_1,2020-04-10,10863,6388,4475,0.0385,1.73,0,4,4,36.3,0
Branch_1,2020-04-11,10670,8284,2386,0.0265,2.32,0,5,4,27.3,0
Branch_1,2020-04-12,6766,5437,1329,0.0257,3.0,0,6,4,40.4,0
Branch_1,2020-04-13,6877,5793,1084,0.0315,2.55,0,0,4,27.2,1
Branch_1,2020-04-14,7538,5633,1905,0.016,2.09,0,1,4,32.3,1
Branch_1,2020-04-15,10263,8186,2077,0.0376,2.16,0,2,4,21.6,1
Branch_1,2020-04-16,10243,7172,3071,0.0447,1.84,0,3,4,40.2,0
Branch_1,2020-04-17,11542,9557,1985,0.0231,2.83,0,4,4,30.8,0
Branch_1,2020-04-18,9155,6540,2615,0.0505,2.48,0,5,4,34.6,0
Branch_1,2020-04-19,8136,6778,1358,0.0447,3.1,0,6,4,27.3,0
Branch_1,2020-04-20,7289,5790,1499,0.0068,3.07,0,0,4,30.3,0
Branch_1,2020-04-21,8516,5100,3416,0.0209,2.52,0,1,4,30.1,0
Branch_1,2020-04-22,8016,6458,1558,0.0242,1.85,0,2,4,36.6,0
Branch_1,2020-04-23,10923,7202,3721,0.0301,2.78,0,3,4,26.9,0
Branch_1,2020-04-24,11904,10915,989,0.0368,2.85,1,4,4,29.7,0
Branch_1,2020-04-25,8581,7416,1165,0.043,1.6,0,5,4,30.6,0
Branch_1,2020-04-26,8916,6936,1980,0.0443,2.17,0,6,4,34.0,0
Branch_1,2020-04-27,6509,4689,1820,0.0229,3.35,0,0,4,28.2,1
Branch_1,2020-04-28,5918,5315,603,0.0231,1.81,0,1,4,22.9,0
Branch_1,2020-04-29,9403,7590,1813,0.0456,2.06,0,2,4,31.7,1
Branch_1,2020-04-30,11579,8130,3449,0.0202,1.85,0,3,4,27.7,0
Branch_1,2020-05-01,10610,8254,2356,0.0259,2.83,0,4,5,20.8,0
Branch_1,2020-05-02,9151,8023,1128,0.0423,3.5,0,5,5,28.3,0
Branch_1,2020-05-03,7891,4781,3110,0.0148,1.91,0,6,5,28.2,0
Branch_1,2020-05-04,6699,4625,2074,0.0397,2.81,0,0,5,30.6,0
Branch_1,2020-05-05,7682,4628,3054,0.0078,2.4,0,1,5,26.1,1
Branch_1,2020-05-06,7641,6194,1447,0.0373,2.93,0,2,5,34.4,0
Branch_1,2020-05-07,8634,4305,4329,0.0573,2.79,0,3,5,32.6,1
Branch_1,2020-05-08,11901,9063,2838,0.0476,2.89,0,4,5,25.9,0
Branch_1,2020-05-09,10254,7611,2643,0.0322,3.79,0,5,5,23.8,0
Branch_1,2020-05-10,8933,6696,2237,0.0374,1.85,0,6,5,22.7,0
Branch_1,2020-05-11,6224,4275,1949,0.0389,2.24,1,0,5,26.3,0
Branch_1,2020-05-12,6600,5339,1261,0.0394,2.25,1,1,5,21.9,0
Branch_1,2020-05-13,8883,5405,3478,0.0216,2.43,0,2,5,17.4,0
Branch_1,2020-05-14,10138,8225,1913,0.0194,2.84,0,3,5,27.9,0
Branch_1,2020-05-15,11209,6642,4567,0.043,2.92,0,4,5,28.3,0
Branch_1,2020-05-16,9582,7363,2219,0.0445,2.05,1,5,5,28.3,0
Branch_1,2020-05-17,6536,4288,2248,0.0172,2.14,0,6,5,25.8,0
Branch_1,2020-05-18,5407,2747,2660,0.0028,3.45,1,0,5,19.9,1
Branch_1,2020-05-19,6943,5222,1721,0.0309,2.57,0,1,5,21.8,0
Branch_1,2020-05-20,7003,5329,1674,0.0227,1.92,0,2,5,22.9,0
Branch_1,2020-05-21,9761,8732,1029,0.0479,2.58,0,3,5,34.1,0
Branch_1,2020-05-22,10358,9112,1246,0.0355,2.78,0,4,5,23.6,0
Branch_1,2020-05-23,7233,4952,2281,0.0226,2.47,0,5,5,30.6,0
Branch_1,2020-05-24,6768,6010,758,0.0343,2.92,0,6,5,14.8,0
Branch_1,2020-05-25,5609,2906,2703,0.011,3.11,0,0,5,12.6,0
Branch_1,2020-05-26,6490,4614,1876,0.0397,2.73,0,1,5,28.4,0
Branch_1,2020-05-27,7393,6069,1324,0.0276,2.77,0,2,5,20.6,0
Branch_1,2020-05-28,8675,5837,2838,0.0257,2.41,1,3,5,35.8,0
Branch_1,2020-05-29,9681,6985,2696,0.0527,2.88,0,4,5,16.4,0
Branch_1,2020-05-30,9033,7256,1777,0.0257,2.56,0,5,5,24.1,0
Branch_1,2020-05-31,7891,6796,1095,0.0085,2.61,0,6,5,33.3,0
Branch_1,2020-06-01,6311,4620,1691,0.032,3.71,1,0,6,18.8,0
Branch_1,2020-06-02,5663,3931,1732,0.0333,2.12,0,1,6,31.9,0
Branch_1,2020-06-03,7046,6153,893,0.0201,1.84,0,2,6,34.7,0
Branch_1,2020-06-04,9893,8294,1599,0.0442,2.75,0,3,6,20.8,1
Branch_1,2020-06-05,10502,7574,2928,0.0386,2.18,0,4,6,22.5,1
Branch_1,2020-06-06,8607,7775,832,0.0213,1.9,0,5,6,15.7,0
Branch_1,2020-06-07,5499,3430,2069,0.0124,2.11,0,6,6,20.9,0
Branch_1,2020-06-08,5962,5054,908,0.0095,2.18,0,0,6,26.3,0
Branch_1,2020-06-09,4857,4323,534,0.027,1.92,0,1,6,28.6,0
Branch_1,2020-06-10,7546,5620,1926,0.0159,1.66,0,2,6,25.0,0
Branch_1,2020-06-11,9980,6128,3852,0.0346,1.8,0,3,6,23.0,1
Branch_1,2020-06-12,9751,6420,3331,0.0429,2.69,0,4,6,21.0,0
Branch_1,2020-06-13,6427,4031,2396,0.0179,2.47,0,5,6,27.0,0
Branch_1,2020-06-14,6656,5075,1581,0.0063,1.97,0,6,6,20.3,0
Branch_1,2020-06-15,5278,5049,229,0.0231,1.34,0,0,6,29.6,0
Branch_1,2020-06-16,4480,3685,795,0.014,3.16,0,1,6,22.4,0
Branch_1,2020-06-17,7099,4833,2266,0.0128,2.96,0,2,6,16.1,0
Branch_1,2020-06-18,7408,5627,1781,0.0238,2.43,0,3,6,19.9,1
Branch_1,2020-06-19,11088,9674,1414,0.0249,2.67,0,4,6,19.6,0
Branch_1,2020-06-20,7741,5513,2228,0.0322,2.85,0,5,6,28.0,1
Branch_1,2020-06-21,5137,2751,2386,0.0418,2.46,0,6,6,20.3,0
Branch_1,2020-06-22,5408,5630,-222,0.0247,2.62,0,0,6,17.0,0
Branch_1,2020-06-23,5409,3311,2098,0.0258,2.17,0,1,6,21.4,1
Branch_1,2020-06-24,6675,4623,2052,0.0232,2.32,0,2,6,17.0,0
Branch_1,2020-06-25,8385,4959,3426,0.0283,1.93,0,3,6,23.2,0
Branch_1,2020-06-26,6007,3389,2618,0.0228,3.2,0,4,6,31.5,1
Branch_1,2020-06-27,7886,4930,2956,0.0453,3.44,1,5,6,19.5,0
Branch_1,2020-06-28,6019,3614,2405,0.0127,2.03,0,6,6,18.3,0
Branch_1,2020-06-29,4494,3335,1159,0.0083,3.22,0,0,6,19.0,0
Branch_1,2020-06-30,5140,4002,1138,0.0164,2.09,0,1,6,19.1,1
Branch_1,2020-07-01,4198,2825,1373,0.0437,2.82,0,2,7,20.6,0
Branch_1,2020-07-02,7755,6028,1727,0.0445,2.92,0,3,7,20.0,0
Branch_1,2020-07-03,7663,6928,735,0.0505,2.73,0,4,7,19.2,1
Branch_1,2020-07-04,7385,4947,2438,0.0479,2.39,0,5,7,18.0,0
Branch_1,2020-07-05,5045,4038,1007,0.0238,1.75,0,6,7,25.9,0
Branch_1,2020-07-06,3947,2733,1214,0.0253,3.67,0,0,7,28.4,0
Branch_1,2020-07-07,4885,2320,2565,0.0188,2.47,0,1,7,21.2,0
Branch_1,2020-07-08,5962,3405,2557,0.0336,2.33,1,2,7,19.2,0
Branch_1,2020-07-09,7126,5855,1271,0.0213,2.2,0,3,7,14.9,0
Branch_1,2020-07-10,7961,5928,2033,0.0216,3.31,0,4,7,13.3,0
Branch_1,2020-07-11,5369,2850,2519,0.0507,2.38,0,5,7,17.0,0
Branch_1,2020-07-12,5341,4853,488,0.0113,2.91,0,6,7,20.3,0
Branch_1,2020-07-13,2688,2361,327,0.0171,3.26,0,0,7,10.9,0
Branch_1,2020-07-14,5992,4139,1853,0.0324,2.03,0,1,7,21.6,0
Branch_1,2020-07-15,8168,4817,3351,0.0345,3.1,0,2,7,9.9,1
Branch_1,2020-07-16,9241,5284,3957,0.0502,2.49,0,3,7,10.2,0
Branch_1,2020-07-17,7061,4612,2449,0.0199,1.69,1,4,7,18.9,0
Branch_1,2020-07-18,5116,4255,861,0.0302,2.54,0,5,7,18.6,0
Branch_1,2020-07-19,3186,1207,1979,0.0149,2.96,0,6,7,16.3,0
Branch_1,2020-07-20,1232,1020,212,0.0307,3.23,0,0,7,18.8,0
Branch_1,2020-07-21,3632,2798,834,0.0048,2.63,0,1,7,6.4,0
Branch_1,2020-07-22,7059,4154,2905,0.0178,2.55,0,2,7,18.5,0
Branch_1,2020-07-23,6988,5747,1241,0.0391,2.59,0,3,7,10.9,0
Branch_1,2020-07-24,8469,6795,1674,0.0486,2.14,0,4,7,13.3,0
Branch_1,2020-07-25,6517,5219,1298,0.0197,1.35,0,5,7,13.6,0
Branch_1,2020-07-26,2407,2410,-3,0.0428,3.56,0,6,7,14.4,0
Branch_1,2020-07-27,4632,3651,981,0.0243,3.22,0,0,7,20.1,1
Branch_1,2020-07-28,2552,1761,791,0.0344,2.88,0,1,7,17.8,0
Branch_1,2020-07-29,3971,3060,911,0.0494,2.27,0,2,7,24.8,0
Branch_1,2020-07-30,5445,4700,745,0.0383,2.06,0,3,7,16.1,1
Branch_1,2020-07-31,8304,6878,1426,0.0285,2.4,0,4,7,13.7,0
Branch_1,2020-08-01,7260,6208,1052,0.0289,3.02,0,5,8,10.1,0
Branch_1,2020-08-02,4218,3526,692,0.0232,2.76,1,6,8,11.9,1
Branch_1,2020-08-03,3097,3108,-11,0.0123,2.71,0,0,8,11.5,0
Branch_1,2020-08-04,3243,2226,1017,0.0198,2.35,0,1,8,15.9,1
Branch_1,2020-08-05,6573,4327,2246,0.0402,2.4,0,2,8,10.8,1
Branch_1,2020-08-06,7695,5658,2037,0.0422,2.63,0,3,8,10.2,1
Branch_1,2020-08-07,4648,2992,1656,0.0302,2.44,1,4,8,12.0,0
Branch_1,2020-08-08,4801,4085,716,0.052,2.55,0,5,8,20.0,0
Branch_1,2020-08-09,2585,1605,980,0.0242,2.68,0,6,8,17.7,1
Branch_1,2020-08-10,2521,2250,271,0.0192,3.24,0,0,8,14.1,0
Branch_1,2020-08-11,2633,2044,589,0.0086,3.34,0,1,8,18.2,0
Branch_1,2020-08-12,3931,2491,1440,0.0355,3.27,0,2,8,11.3,0
Branch_1,2020-08-13,8550,5209,3341,0.041,2.62,0,3,8,15.2,0
Branch_1,2020-08-14,7810,7103,707,0.0287,2.75,0,4,8,3.2,0
Branch_1,2020-08-15,6281,4384,1897,0.027,3.08,0,5,8,6.6,0
Branch_1,2020-08-16,3155,2000,1155,0.0185,3.37,1,6,8,17.2,0
Branch_1,2020-08-17,1897,1657,240,0.0388,3.38,0,0,8,0.3,0
Branch_1,2020-08-18,4565,2448,2117,0.0234,3.04,0,1,8,15.7,0
Branch_1,2020-08-19,4644,4247,397,0.0183,3.19,0,2,8,16.8,0
Branch_1,2020-08-20,4422,3275,1147,0.0241,2.55,0,3,8,14.0,0
Branch_1,2020-08-21,7012,5439,1573,0.0523,2.48,0,4,8,7.8,0
Branch_1,2020-08-22,4579,3759,820,0.0354,3.02,0,5,8,12.8,0
Branch_1,2020-08-23,4535,2806,1729,0.0192,2.62,0,6,8,18.0,0
Branch_1,2020-08-24,2590,1937,653,0.0259,2.02,0,0,8,6.8,0
Branch_1,2020-08-25,2297,2504,-207,0.0202,2.42,0,1,8,12.0,0
Branch_1,2020-08-26,3587,3814,-227,0.0294,2.44,0,2,8,12.9,0
Branch_1,2020-08-27,5642,5051,591,0.0313,2.24,0,3,8,17.0,1
Branch_1,2020-08-28,5511,5082,429,0.0289,2.82,0,4,8,3.8,0
Branch_1,2020-08-29,3751,2488,1263,0.0204,2.77,0,5,8,13.4,1
Branch_1,2020-08-30,2903,1998,905,0.0086,2.48,0,6,8,9.9,1
Branch_1,2020-08-31,3472,2199,1273,0.0097,3.91,0,0,8,13.7,1
Branch_1,2020-09-01,1601,1419,182,0.0163,2.79,1,1,9,16.0,0
Branch_1,2020-09-02,4880,3537,1343,0.0354,2.13,0,2,9,18.4,0
Branch_1,2020-09-03,5621,3687,1934,0.0477,3.24,0,3,9,4.5,0
Branch_1,2020-09-04,5379,4306,1073,0.0509,2.27,0,4,9,18.7,0
Branch_1,2020-09-05,5083,3950,1133,0.0209,2.25,1,5,9,3.0,0
Branch_1,2020-09-06,3198,1993,1205,0.0279,2.34,0,6,9,10.8,0
Branch_1,2020-09-07,2386,1534,852,0.0223,3.11,0,0,9,9.3,1
Branch_1,2020-09-08,2103,1920,183,0.0245,2.72,0,1,9,13.5,0
Branch_1,2020-09-09,3144,3349,-205,0.026,2.74,0,2,9,12.9,0
Branch_1,2020-09-10,6700,5597,1103,0.044,2.18,0,3,9,1.8,1
Branch_1,2020-09-11,4124,3494,630,0.028,2.67,0,4,9,2.1,1
Branch_1,2020-09-12,3569,2360,1209,0.0404,2.96,0,5,9,9.9,0
Branch_1,2020-09-13,2512,2345,167,0.0179,2.01,0,6,9,7.1,0
Branch_1,2020-09-14,1355,1462,-107,0.0037,2.82,0,0,9,13.5,0
Branch_1,2020-09-15,1366,1245,121,0.0399,2.45,0,1,9,13.8,0
Branch_1,2020-09-16,2876,3057,-181,0.0355,2.61,1,2,9,25.5,0
Branch_1,2020-09-17,4850,3358,1492,0.0332,2.38,0,3,9,18.1,0
Branch_1,2020-09-18,5157,3757,1400,0.0352,1.98,0,4,9,13.4,1
Branch_1,2020-09-19,5197,4468,729,0.0407,3.03,0,5,9,13.6,1
Branch_1,2020-09-20,3801,2459,1342,0.006,4.19,0,6,9,4.1,0
Branch_1,2020-09-21,2092,1582,510,0.0232,1.67,0,0,9,11.1,0
Branch_1,2020-09-22,1556,1216,340,0.0195,2.84,0,1,9,16.8,0
Branch_1,2020-09-23,5130,3281,1849,0.0155,2.15,0,2,9,8.2,0
Branch_1,2020-09-24,4776,4254,522,0.026,2.7,0,3,9,6.0,0
Branch_1,2020-09-25,5774,3983,1791,0.0238,1.96,0,4,9,4.9,0
Branch_1,2020-09-26,4592,2290,2302,0.0223,2.15,0,5,9,20.6,0
Branch_1,2020-09-27,5431,4661,770,0.0169,1.15,0,6,9,12.5,0
Branch_1,2020-09-28,2037,1776,261,0.0285,2.96,0,0,9,6.2,0
Branch_1,2020-09-29,1119,1535,-416,0.041,2.75,0,1,9,5.1,0
Branch_1,2020-09-30,2337,947,1390,0.0449,1.95,0,2,9,1.7,0
Branch_1,2020-10-01,4763,4538,225,0.0444,2.74,0,3,10,12.3,0
Branch_1,2020-10-02,5991,5206,785,0.0548,2.11,0,4,10,12.9,0
Branch_1,2020-10-03,3651,2847,804,0.0523,2.51,0,5,10,5.1,0
Branch_1,2020-10-04,4106,3352,754,0.0199,2.12,0,6,10,10.3,1
Branch_1,2020-10-05,907,1292,-385,0.0032,2.52,0,0,10,12.0,0
Branch_1,2020-10-06,2548,2037,511,0.0161,2.58,0,1,10,10.1,0
Branch_1,2020-10-07,4949,3849,1100,0.0393,2.06,0,2,10,15.5,0
Branch_1,2020-10-08,4969,2632,2337,0.0189,2.75,0,3,10,17.7,0
Branch_1,2020-10-09,5652,4324,1328,0.0575,2.59,1,4,10,16.1,0
Branch_1,2020-10-10,5745,4765,980,0.0536,2.71,0,5,10,7.2,0
Branch_1,2020-10-11,3194,1790,1404,0.0225,2.79,0,6,10,8.9,1
Branch_1,2020-10-12,1904,1915,-11,0.0036,2.51,0,0,10,1.3,0
Branch_1,2020-10-13,1936,571,1365,0.016,3.29,0,1,10,7.8,0
Branch_1,2020-10-14,4817,4047,770,0.0172,2.78,0,2,10,2.0,1
Branch_1,2020-10-15,6193,4352,1841,0.0495,2.96,0,3,10,12.3,1
Branch_1,2020-10-16,6716,6176,540,0.0468,2.68,0,4,10,0.4,0
Branch_1,2020-10-17,5929,4443,1486,0.0331,2.15,0,5,10,14.8,0
Branch_1,2020-10-18,2758,1366,1392,0.0217,3.37,0,6,10,5.5,0
Branch_1,2020-10-19,1888,1206,682,0.0164,2.91,0,0,10,7.6,0
Branch_1,2020-10-20,2807,1912,895,0.0212,2.39,0,1,10,4.0,0
Branch_1,2020-10-21,3771,3342,429,0.0268,2.91,0,2,10,13.0,0
Branch_1,2020-10-22,5359,3922,1437,0.0236,2.9,0,3,10,11.9,0
Branch_1,2020-10-23,5221,4398,823,0.0364,1.86,0,4,10,11.1,1
Branch_1,2020-10-24,3608,4125,-517,0.0423,2.56,0,5,10,-0.7,0
Branch_1,2020-10-25,3723,3491,232,0.0122,2.79,0,6,10,10.3,1
Branch_1,2020-10-26,410,162,248,0.0338,2.67,0,0,10,9.7,0
Branch_1,2020-10-27,3416,2600,816,0.0065,2.26,0,1,10,14.4,0
Branch_1,2020-10-28,4668,3383,1285,0.0318,3.1,0,2,10,9.1,1
Branch_1,2020-10-29,4613,3499,1114,0.0322,2.47,0,3,10,12.3,0
Branch_1,2020-10-30,4224,3323,901,0.0592,3.56,1,4,10,0.2,0
Branch_1,2020-10-31,6015,4047,1968,0.0307,3.41,0,5,10,8.1,0
Branch_1,2020-11-01,4631,2251,2380,0.0059,2.39,0,6,11,15.5,1
Branch_1,2020-11-02,2475,1958,517,0.0371,2.55,0,0,11,1.0,0
Branch_1,2020-11-03,3067,2337,730,0.0316,2.01,0,1,11,19.4,0
Branch_1,2020-11-04,5345,4099,1246,0.0388,2.26,0,2,11,4.6,0
Branch_1,2020-11-05,5622,4137,1485,0.035,2.58,0,3,11,18.7,0
Branch_1,2020-11-06,6701,3796,2905,0.0433,2.47,0,4,11,18.2,1
Branch_1,2020-11-07,2464,1332,1132,0.0236,2.78,0,5,11,7.0,0
Branch_1,2020-11-08,3401,3089,312,0.0169,2.99,0,6,11,7.0,0
Branch_1,2020-11-09,847,1022,-175,0.0084,2.58,0,0,11,12.5,0
Branch_1,2020-11-10,5333,3382,1951,0.0294,3.08,0,1,11,11.7,1
Branch_1,2020-11-11,4422,4190,232,0.0346,1.61,0,2,11,9.6,0
Branch_1,2020-11-12,8137,4846,3291,0.0369,2.88,0,3,11,13.8,0
Branch_1,2020-11-13,7425,4890,2535,0.0216,2.2,1,4,11,19.9,0
Branch_1,2020-11-14,5227,4483,744,0.0308,2.72,0,5,11,15.0,0
Branch_1,2020-11-15,4143,3023,1120,0.0289,2.08,0,6,11,12.4,0
Branch_1,2020-11-16,3572,2197,1375,0.003,2.73,1,0,11,6.1,1
Branch_1,2020-11-17,5248,3334,1914,0.0296,2.83,0,1,11,18.2,0
Branch_1,2020-11-18,7665,5833,1832,0.0173,2.15,0,2,11,6.2,0
Branch_1,2020-11-19,7016,5895,1121,0.0533,2.07,0,3,11,10.6,1
Branch_1,2020-11-20,6630,5390,1240,0.029,2.84,0,4,11,10.2,0
