customer_id,age,gender,annual_income,account_balance,num_transactions,avg_transaction_amount,credit_score,num_loans,num_cards,has_savings_account,has_investment,loyalty_score,region,preferred_channel
178,61,Female,28467,20896,27,50.0,643,1,0,0,0,85,South,Online
179,36,Male,67905,59168,38,125.67760083011116,789,3,2,0,0,75,South,Branch
180,80,Male,56666,52872,14,50.0,619,3,1,0,0,92,West,ATM
181,49,Female,54546,50494,25,50.0,669,1,1,1,0,79,North,App
182,27,Female,42585,23341,39,62.87581655791275,699,1,3,1,0,71,South,Online
183,23,Female,30912,18354,39,50.0,767,2,3,1,0,69,North,App
184,47,Female,25653,17510,31,212.5729305131587,683,0,0,1,1,79,East,Branch
185,36,Female,51731,44626,33,60.96160858479968,763,1,4,0,1,74,West,ATM
186,50,Male,79156,26763,28,50.0,660,1,2,0,0,80,North,Online
187,47,Male,20000,13087,30,50.0,605,1,1,1,1,79,South,Online
188,38,Male,20000,6991,47,50.0,664,1,2,0,0,78,East,Online
189,27,Male,57795,7293,31,323.90445103110375,673,1,3,1,1,69,North,App
190,18,Male,20000,2063,45,246.29907291410598,676,2,2,1,1,68,North,Online
191,33,Female,31158,19062,32,186.7183161906768,729,2,3,0,0,72,West,Branch
192,52,Male,22606,15321,29,231.78101952259948,733,1,2,1,0,81,North,ATM
193,43,Male,27467,16088,24,50.0,767,0,1,0,0,76,East,Branch
194,21,Male,85369,79300,39,50.0,679,1,5,0,0,68,East,ATM
195,42,Female,20000,2493,25,97.91668111127754,664,3,1,0,0,76,West,Online
196,45,Female,20000,4106,23,50.0,642,1,1,0,0,77,North,App
197,26,Other,91116,74487,39,221.05042682731,656,1,3,0,0,70,West,Online
198,42,Male,43631,22779,28,50.0,668,0,2,0,0,76,West,Branch
199,40,Female,45950,25513,33,51.12896077268773,686,0,3,1,0,76,West,App
200,22,Female,78082,28941,34,50.0,772,1,2,0,0,67,South,Online
201,45,Female,54247,35955,43,50.0,647,3,5,0,0,81,East,Online
202,48,Female,33355,18932,28,50.0,623,2,2,0,1,79,West,Online
203,56,Female,84672,17718,22,222.71942413839093,660,1,5,1,1,82,South,Branch
204,55,Male,42192,20711,32,50.0,771,3,3,0,0,83,North,Online
205,19,Male,77058,39842,25,101.43663605450126,755,2,2,0,1,64,West,ATM
206,25,Female,20000,13993,35,161.90887539761982,688,2,2,1,0,69,North,Branch
207,47,Female,29441,5204,33,57.6082684576872,729,1,4,1,0,80,West,Branch
208,47,Male,20000,2287,32,50.0,646,0,3,1,0,79,South,Online
209,47,Male,30206,4092,29,92.36206226117804,692,2,1,1,0,79,South,App
210,80,Male,20899,18742,20,50.0,593,1,1,0,0,94,East,Branch
211,48,Male,27158,18277,31,50.0,679,2,2,0,0,80,West,App
212,57,Other,23639,6447,12,50.0,640,2,1,1,0,80,South,App
213,54,Female,63377,45027,29,50.0,676,0,3,1,1,82,South,App
214,49,Female,25720,12276,30,126.27610196042863,711,2,5,1,0,80,East,Online
215,35,Male,47508,16610,27,50.0,697,0,5,0,0,72,East,Online
216,51,Female,43779,24144,25,149.40926034371327,651,0,2,1,0,80,South,App
217,28,Other,20981,11696,33,50.0,673,1,4,0,0,70,West,App
218,36,Female,20000,14368,37,50.0,688,1,4,1,0,75,West,ATM
219,32,Male,33806,8834,30,160.0438485312041,750,0,0,0,0,72,South,Online
220,41,Female,65234,60978,37,195.33375532593138,690,3,2,0,0,77,South,App
221,74,Female,68693,67107,22,50.0,699,1,2,1,0,91,East,App
222,18,Male,31783,13035,30,50.0,689,2,1,0,0,65,East,Branch
223,50,Male,29625,26031,31,62.77081342639501,650,0,4,0,0,81,North,Online
224,18,Male,69573,12832,33,50.0,682,0,1,0,0,65,South,Online
225,32,Male,59069,13847,46,148.27929614295786,648,2,4,1,0,75,South,Branch
226,56,Male,20000,14442,26,192.45401145459905,710,1,1,0,0,83,West,App
227,40,Female,47711,29589,30,281.4656547178284,645,0,2,1,0,76,South,Online
228,23,Male,38201,21434,43,233.91183186135234,668,1,5,0,0,70,West,Branch
229,29,Female,24061,12094,27,50.0,761,0,3,0,0,69,East,Online
230,50,Male,42195,26848,27,50.0,631,3,4,0,0,80,East,Branch
231,29,Female,41383,24053,30,204.0472465142869,694,0,4,0,0,70,West,App
232,43,Male,38601,31604,21,50.0,694,5,5,1,0,75,East,Online
233,40,Male,20000,5171,34,224.8001372229459,733,1,0,0,0,76,East,Online
234,30,Female,26068,14016,32,50.0,632,1,2,0,0,71,North,Branch
235,72,Female,101210,79742,17,50.0,687,1,3,0,0,89,East,Online
236,49,Female,42277,39616,19,191.76165367521412,636,2,3,1,1,78,East,Branch
237,18,Male,57151,24675,29,114.28231224323244,665,1,2,1,0,64,East,ATM
238,42,Male,39800,35452,29,222.60763549629587,735,1,2,1,1,76,East,Branch
239,30,Male,68703,65621,38,50.0,761,0,1,1,0,72,West,App
240,52,Female,51695,22306,25,177.11602538291783,715,1,5,0,0,81,East,Online
241,28,Female,47475,15775,36,50.0,681,3,1,1,1,71,East,Branch
242,38,Female,20000,10174,27,50.0,643,0,2,0,0,74,South,Branch
243,47,Male,57381,20995,24,179.2370683840942,636,0,1,0,0,78,South,Branch
244,52,Female,35198,9997,24,50.0,652,2,3,0,0,80,West,Online
245,21,Male,53326,28434,40,59.47026186148407,718,2,4,0,0,68,East,Online
246,34,Female,69747,60812,30,180.39603855577582,658,1,3,0,0,73,North,ATM
247,32,Female,54291,46851,36,50.0,770,2,4,0,0,73,South,App
248,30,Female,30622,20359,21,50.0,746,0,3,0,1,69,East,Branch
249,66,Female,60280,48161,16,88.81171294279177,747,1,5,1,0,86,North,App
250,46,Male,57969,17384,34,50.0,694,1,5,1,0,79,South,Online
251,21,Male,34068,7410,37,50.0,707,1,2,0,0,67,South,Branch
252,53,Other,60266,55007,23,237.05215805245595,695,1,4,0,1,81,South,Branch
253,71,Male,28961,10369,10,112.44589448503449,702,1,4,0,0,87,South,App
254,55,Male,76536,41907,20,50.0,716,1,3,0,0,81,East,Online
255,18,Female,33044,4112,35,161.93161096518492,761,3,5,1,0,66,North,App
256,32,Male,48740,30768,37,50.0,744,0,2,1,0,73,West,App
257,59,Female,66405,25086,19,50.0,713,0,2,0,0,83,North,App
258,29,Male,32154,5495,35,50.0,717,0,5,0,0,71,West,App
259,46,Male,29076,26949,22,184.33073863125063,744,0,2,0,0,77,West,App
260,51,Female,47730,40104,36,200.25731535352693,656,3,5,0,0,82,East,Branch
261,26,Female,42393,8505,37,50.0,728,1,2,0,0,70,North,App
262,39,Female,20000,2334,25,50.0,741,2,1,0,0,74,North,Online
263,18,Female,47569,38593,41,50.0,720,3,1,0,1,67,South,App
264,24,Male,31666,24176,31,50.0,666,4,2,0,0,68,West,Branch
265,36,Male,48719,14191,38,170.65204816866725,594,0,1,0,0,75,South,App
266,21,Female,28017,15475,43,101.7400919743626,687,2,2,1,0,69,North,App
267,64,Other,20000,12371,24,50.0,679,1,5,0,0,86,South,App
268,18,Male,42069,38613,44,50.0,707,1,4,1,0,67,West,App
269,33,Male,78133,64948,45,55.89243634165309,695,0,2,0,0,75,South,ATM
270,41,Female,42104,34386,31,50.0,700,0,4,0,1,76,South,Branch
271,61,Male,38787,33542,18,71.68138230093494,803,0,4,1,0,84,West,Online
272,18,Female,49022,21426,44,98.30637297364592,699,0,3,1,0,67,East,Online
273,57,Male,34871,13623,23,50.0,726,0,2,0,0,83,North,ATM
274,40,Female,33150,11953,30,99.33444147964377,650,5,3,0,0,76,South,App
275,25,Female,37583,19695,26,134.06700376891055,695,2,0,0,0,67,South,ATM
276,46,Female,55900,44811,25,157.32291843946805,664,1,4,0,0,78,West,Branch
277,42,Male,23509,16071,25,84.95673178636824,675,1,1,0,0,76,East,App
278,30,Other,62870,18657,41,169.18269881706823,695,2,0,1,0,73,South,Branch
279,41,Female,44812,15355,24,50.0,669,0,1,0,1,75,West,Online
280,34,Male,20000,9734,22,50.0,677,2,2,0,0,71,North,App
281,41,Female,33904,28569,37,50.0,659,1,3,0,0,77,East,Branch
282,49,Female,33574,25088,32,50.0,681,2,2,1,0,80,West,Online
283,63,Male,20000,4354,25,50.0,556,2,0,0,0,86,North,Online
284,21,Male,32540,3951,45,50.0,698,1,3,1,1,69,North,Online
285,71,Male,41711,40532,16,133.66071746141955,658,0,4,1,1,88,South,App
286,18,Female,50246,39399,45,50.0,771,0,2,1,0,68,East,App
287,37,Female,29223,20186,33,50.0,599,2,0,1,0,75,East,Online
288,48,Male,91852,66904,34,50.0,634,1,5,0,1,80,West,ATM
289,44,Male,58994,43793,33,50.0,686,0,2,0,0,78,West,Online
290,30,Male,35514,17470,36,188.15097776901803,705,1,2,0,0,72,North,App
291,36,Female,120098,52946,31,84.30724924597982,645,1,1,1,0,74,South,Online
292,32,Male,32738,23177,38,50.0,728,2,0,0,0,73,East,Online
293,31,Female,35773,14175,28,72.64408392378265,711,2,4,1,0,71,North,App
294,52,Female,43125,29135,28,50.0,660,5,5,0,0,81,East,App
295,45,Female,48103,39214,30,101.65636377673108,640,2,2,0,0,78,North,Online
296,29,Male,35949,20771,36,50.0,727,1,3,0,0,71,West,App
297,53,Female,29796,3282,27,50.0,712,1,1,0,0,81,West,ATM
298,44,Other,42176,27340,32,50.0,723,0,0,0,0,78,West,Branch
299,52,Female,29065,13144,30,144.9877476046061,590,1,2,0,0,82,South,App
300,49,Male,24660,7004,33,50.0,658,0,5,1,1,81,North,App
301,27,Male,33321,10153,31,50.0,735,3,1,0,1,69,North,Online
302,31,Male,25648,3542,28,73.26285891672077,773,1,0,0,0,71,North,ATM
303,51,Male,23065,3526,17,58.33426393638525,631,1,2,0,1,78,East,ATM
304,49,Female,28746,23071,22,166.28594757202282,675,2,2,1,0,78,North,App
305,39,Male,44564,28950,23,96.7707959805469,747,1,2,1,0,74,East,Online
306,41,Male,53485,17564,38,265.5956653065684,697,2,4,1,0,78,East,Online
307,59,Male,20000,17680,29,135.16857588343098,682,1,1,0,0,85,East,App
308,31,Female,32582,16587,31,50.0,711,5,3,1,0,71,South,Online
309,48,Male,27368,13491,25,50.0,700,3,1,1,0,79,East,App
310,36,Male,27671,27274,31,50.0,586,1,5,0,0,74,North,App
311,36,Male,149234,104249,25,123.68495784294609,681,1,5,0,1,73,South,Online
312,56,Female,58503,37359,25,50.0,664,0,2,0,0,83,South,Online
313,52,Male,29701,3255,23,231.89627176244085,747,2,1,0,0,80,South,Branch
314,52,Female,28557,9801,21,50.0,663,1,5,1,1,80,South,Branch
315,59,Female,24596,18740,22,50.0,687,1,0,0,0,83,West,Online
316,40,Female,20000,6535,18,50.0,646,1,5,0,1,73,South,Online
317,50,Female,52974,5946,38,171.42405666981148,689,2,1,0,0,82,East,App
318,35,Female,25147,4918,33,50.0,599,2,4,1,0,74,West,App
319,44,Male,43698,24593,33,69.37593958071814,714,1,4,1,0,78,West,Branch
320,38,Female,20000,18762,26,50.0,747,2,0,0,0,74,South,Online
321,41,Male,33211,25162,32,50.0,641,2,1,0,0,76,East,App
322,48,Other,36799,15593,25,152.13365757581047,703,3,4,0,0,79,North,App
323,27,Male,21182,19255,38,83.1338736157359,739,1,2,0,0,71,West,Online
324,71,Male,41427,18743,19,50.0,591,0,1,1,1,89,North,App
325,24,Female,64094,18971,41,50.0,750,1,5,0,1,70,West,App
326,21,Male,63088,48198,34,150.58746634330709,640,2,5,0,0,67,West,Online
327,57,Male,68788,46207,30,50.0,696,0,3,0,0,84,South,Online
328,51,Female,47458,14410,17,50.0,792,2,4,0,1,78,North,Online
329,49,Female,25405,11214,35,123.78341414044336,628,1,1,1,1,81,South,Branch
330,49,Female,70187,11000,30,95.55976432242814,670,0,3,0,0,80,West,ATM
331,39,Female,29915,19981,30,50.0,688,3,3,0,0,75,North,Branch
332,26,Female,24150,7026,26,137.02613510763217,696,1,0,1,0,68,West,App
333,41,Female,22961,12375,31,75.03983333960738,625,0,2,0,0,76,North,App
334,29,Female,99980,52532,37,50.0,660,0,4,0,0,71,North,App
335,54,Male,46687,19265,25,50.0,669,0,2,1,0,82,South,Online
336,37,Female,66063,8785,27,50.0,658,0,1,0,0,73,West,App
337,27,Male,23025,3486,27,197.7791188631184,705,0,5,0,1,68,North,App
338,35,Other,24461,3301,29,101.89081392287963,682,2,2,1,0,73,North,Online
339,46,Male,35806,13909,32,50.0,732,1,3,0,0,79,South,App
340,31,Female,20000,7499,32,50.0,742,0,2,0,0,71,North,App
341,27,Male,20000,8791,39,50.0,659,3,5,0,1,71,North,App
342,43,Male,52510,35673,35,186.49382631566263,652,1,1,1,0,78,East,Online
343,43,Male,20000,19957,39,50.0,683,0,2,0,0,79,South,Branch
344,32,Female,45071,21695,29,103.68486221160353,662,2,3,0,0,71,East,Online
345,32,Male,36722,23116,31,91.19627569180517,708,2,3,0,0,72,West,App
346,43,Male,75210,35318,32,89.75832118735971,677,0,0,1,0,77,South,Branch
347,18,Female,33593,27379,43,50.0,692,0,1,0,0,67,East,App
348,18,Female,20000,19841,26,71.00212332005314,669,2,4,0,1,64,East,Branch
349,29,Female,68244,26853,41,50.0,702,1,3,0,0,72,South,Branch
350,36,Female,22074,14511,39,209.97383387395942,677,2,2,1,0,75,South,Branch
351,44,Male,37136,32500,29,50.0,665,1,1,1,0,77,North,Branch
352,62,Female,29424,10771,28,50.0,647,1,2,0,0,86,North,Branch
353,52,Male,36196,6951,34,122.12832626200252,642,1,2,0,0,82,North,Branch
354,37,Female,59831,30494,26,159.51857363877866,587,0,3,0,0,73,West,Online
355,39,Other,46206,5816,24,198.81064270788784,626,0,4,1,1,74,East,Branch
356,24,Male,34145,17598,29,50.0,680,2,2,0,0,67,East,Branch
357,39,Male,41575,30272,31,50.0,718,2,2,0,0,75,South,App
358,35,Male,20000,11691,26,153.1291994274735,623,4,4,1,0,72,West,Online
359,44,Male,23258,21738,32,50.0,665,1,5,1,0,78,West,Branch
360,27,Male,24141,14767,44,50.0,618,2,4,0,1,72,South,Branch
361,47,Female,21072,5443,37,50.0,738,3,5,1,0,80,East,App
362,62,Male,39547,15132,25,146.61276433979216,720,0,5,0,0,86,South,Online
363,38,Male,20000,18996,35,50.0,654,2,2,0,0,76,West,Online
364,46,Male,23329,19706,33,245.71262796973488,675,2,5,0,0,79,East,Online
365,50,Female,114128,33979,24,72.60851593599864,686,1,5,0,0,79,West,App
366,33,Other,38447,34535,26,50.0,558,1,4,1,0,71,South,Online
