unique_id,ds,interest_rate,economic_indicator,holiday_flag,day_of_week,month,temperature,marketing_campaign
Branch_1,2025-11-16,0.011234737844984228,2.6818540569061335,0,6,11,9.081505036074622,0
Branch_1,2025-11-17,0.014915738894759292,2.932607747307204,0,0,11,16.400689621609285,0
Branch_1,2025-11-18,0.04144305328481235,3.1587933203469523,0,1,11,18.151521433005744,0
Branch_1,2025-11-19,0.010465201145329122,2.483571278915125,0,2,11,14.11182430781497,0
Branch_1,2025-11-20,0.012377629269056546,2.71108482709499,0,3,11,14.25554592990487,0
Branch_1,2025-11-21,0.038011399509154574,2.5657157060592923,0,4,11,13.161745248161106,0
Branch_1,2025-11-22,0.03542283121103256,3.069231257257186,0,5,11,13.641988165191453,0
Branch_1,2025-11-23,0.033566326448667166,3.056432798368991,1,6,11,16.127408178784982,0
Branch_1,2025-11-24,0.012311580138990435,3.1850584906337613,0,0,11,14.777634153829204,0
Branch_1,2025-11-25,0.022009498786274524,2.9659479183470725,0,1,11,14.310008606016517,0
Branch_1,2025-11-26,0.031190186894219433,2.2594157690369476,1,2,11,11.589356968310504,0
Branch_1,2025-11-27,0.021421566750121978,2.533060852793403,0,3,11,15.62400965393056,0
Branch_1,2025-11-28,0.018005891436009298,2.2712260590978297,0,4,11,14.391239232895536,0
Branch_1,2025-11-29,0.03758177455120796,1.8895847936206782,0,5,11,16.575205813408292,0
Branch_1,2025-11-30,0.03005412326049487,3.208543160916239,1,6,11,16.176747866901078,1
Branch_1,2025-12-01,0.03260029396027744,2.4544041609623806,0,0,12,20.908347328915017,0
Branch_1,2025-12-02,0.04278076805042654,3.416617114162298,0,1,12,20.384398539367297,1
Branch_1,2025-12-03,0.042654895949028195,2.704148310965868,0,2,12,27.13319879133443,0
Branch_1,2025-12-04,0.0262151941622575,2.737451536130089,0,3,12,14.03113400218228,0
Branch_1,2025-12-05,0.01865275790225802,2.4225300847504663,0,4,12,10.59115373270017,0
Branch_1,2025-12-06,0.024639448827739684,2.3218829823365366,0,5,12,12.707581881432223,0
Branch_1,2025-12-07,0.018272353471327538,2.512884300454792,0,6,12,10.865558972888742,0
Branch_1,2025-12-08,0.04836517248265826,3.5012445109568655,0,0,12,26.21430695153204,1
Branch_1,2025-12-09,0.011330752041054595,1.060992326182514,0,1,12,18.05427079057899,0
Branch_1,2025-12-10,0.025007716310201523,2.656906748961456,0,2,12,20.346202641321614,0
Branch_1,2025-12-11,0.04637573430455257,2.022186903200121,0,3,12,21.318822290220382,1
Branch_1,2025-12-12,0.04332121361897506,2.5248425718577607,0,4,12,12.227873344108303,0
Branch_1,2025-12-13,0.014832534531386435,2.478593849607144,1,5,12,6.622806757897758,0
Branch_1,2025-12-14,0.04629687572284662,2.3648374651963793,0,6,12,19.49120722236016,0
Branch_1,2025-12-15,0.04625724467944656,2.533416030354211,0,0,12,17.461927285504217,1
Branch_1,2025-12-16,0.0328217250168338,3.214402396314589,0,1,12,11.039643502625873,0
Branch_1,2025-12-17,0.02709083043758378,2.799529487225694,0,2,12,15.822537381945974,0
Branch_1,2025-12-18,0.045189654932086744,2.3190711508465114,0,3,12,15.737368178398162,0
Branch_1,2025-12-19,0.01601812544862152,2.299417114805145,0,4,12,18.93413846770667,0
Branch_1,2025-12-20,0.04849248692129473,2.2412141758706334,0,5,12,24.053362841275515,0
Branch_1,2025-12-21,0.03922374495319136,2.5117414009587473,0,6,12,17.359986076011115,0
Branch_1,2025-12-22,0.04636430995642744,3.5823420963010544,0,0,12,19.27449211950174,0
Branch_1,2025-12-23,0.010341057787035176,1.8350204431078612,0,1,12,13.30089428656996,0
Branch_1,2025-12-24,0.04924533184780087,3.0562478843939616,0,2,12,11.761734344199642,0
Branch_1,2025-12-25,0.036770590026308766,3.1369667879470824,0,3,12,12.40107278043791,0
Branch_1,2025-12-26,0.04826918387005408,2.869868524971394,0,4,12,19.669801288611318,0
Branch_1,2025-12-27,0.04648224729735064,3.1576745499911225,0,5,12,24.40196576191966,0
Branch_1,2025-12-28,0.046025616069958836,3.1170144178320704,0,6,12,15.913541966963908,1
Branch_1,2025-12-29,0.037481572382965726,2.731890653881941,0,0,12,14.140693454230707,0
Branch_1,2025-12-30,0.021135535259371993,2.828140112679971,0,1,12,14.640434795571702,0
Branch_1,2025-12-31,0.023454520237119414,2.4946298921278562,0,2,12,22.414445926790812,0
Branch_1,2026-01-01,0.03803152541518684,1.5541826784838797,0,3,1,18.707043782540314,0
Branch_1,2026-01-02,0.022579060898369932,2.0262114694128597,0,4,1,15.243639376337914,0
Branch_1,2026-01-03,0.02871635617583466,2.510545664650872,0,5,1,13.510538633578307,0
Branch_1,2026-01-04,0.010127695749487305,2.279017327180427,0,6,1,19.840116755368072,0
Branch_1,2026-01-05,0.03596181914371148,2.7692379522375057,1,0,1,17.999482574042972,0
Branch_1,2026-01-06,0.03741823055562453,2.8927113343787014,0,1,1,15.436511171662337,0
Branch_1,2026-01-07,0.03224605865670607,3.5036659077123447,0,2,1,30.22982179856428,0
Branch_1,2026-01-08,0.04649707688059917,2.426135737217447,1,3,1,23.03175107253711,0
Branch_1,2026-01-09,0.029954538093660263,2.043705301101831,0,4,1,26.122459924672313,0
Branch_1,2026-01-10,0.04307893142459314,2.566777673991083,0,5,1,20.59732987836282,0
Branch_1,2026-01-11,0.03981639950015713,2.427967248016759,0,6,1,24.841774392954726,0
Branch_1,2026-01-12,0.012560645911295553,2.708337407728124,0,0,1,20.219544077557916,0
Branch_1,2026-01-13,0.017737570438797357,2.5115991821295522,0,1,1,19.664890664665517,1
Branch_1,2026-01-14,0.029554899720075443,3.1737277473542926,0,2,1,34.357747161932444,0
Branch_1,2026-01-15,0.019304266746092306,2.3064314375253825,0,3,1,33.51049949488001,0
Branch_1,2026-01-16,0.04450756348844769,2.4899882680303844,0,4,1,15.26898302982069,1
Branch_1,2026-01-17,0.02578046141435562,1.8417998771426247,1,5,1,20.35798220685319,0
Branch_1,2026-01-18,0.019521957972628533,2.177504994115967,0,6,1,19.65079671092282,1
Branch_1,2026-01-19,0.04060062653666807,2.9554629825782888,0,0,1,24.681295208249654,0
Branch_1,2026-01-20,0.021726005983872875,2.8279570306403805,0,1,1,24.118309769543103,0
Branch_1,2026-01-21,0.03608804949748498,1.706727663580748,0,2,1,24.140824531008885,0
Branch_1,2026-01-22,0.025490827183610527,3.0465853421994096,0,3,1,19.402981220269584,0
Branch_1,2026-01-23,0.015332788081514797,2.480549638480408,0,4,1,28.098701591205636,0
Branch_1,2026-01-24,0.017105488312007183,1.8873690673130765,0,5,1,21.863792959880197,1
Branch_1,2026-01-25,0.04405962717281321,2.9612953513882805,0,6,1,21.74665201981972,1
Branch_1,2026-01-26,0.04071068762099483,3.3909717443592142,0,0,1,24.967988033223307,1
Branch_1,2026-01-27,0.03009596688470984,2.4554856287095363,0,1,1,22.846496763737246,0
Branch_1,2026-01-28,0.034389052487075474,2.650327673723033,0,2,1,28.80424600722547,0
Branch_1,2026-01-29,0.033356287738491135,3.3365681234701454,0,3,1,30.378611087885226,0
Branch_1,2026-01-30,0.012334737497289212,2.8013036761272985,0,4,1,25.989020957683316,0
Branch_1,2026-01-31,0.013249448559665486,2.3088199850603894,0,5,1,26.491345245422007,0
Branch_1,2026-02-01,0.023435272667272515,2.890477242159783,0,6,2,21.64281514786647,0
Branch_1,2026-02-02,0.03838763138633768,2.350028437327071,0,0,2,25.16945083724281,0
Branch_1,2026-02-03,0.048118208358866425,2.4910676398911504,0,1,2,32.734510673128334,0
Branch_1,2026-02-04,0.04923591578532843,2.256567147232849,0,2,2,24.63378576657766,0
Branch_1,2026-02-05,0.016231439585877867,3.2674553594160134,0,3,2,19.83981442228736,0
Branch_1,2026-02-06,0.01460010494540644,2.4336917850312902,0,4,2,34.582827186034606,0
Branch_1,2026-02-07,0.04954457542468814,1.9472841459712744,0,5,2,21.36822554012386,1
Branch_1,2026-02-08,0.03809918980403441,1.8832543307660592,0,6,2,21.517295714761254,1
Branch_1,2026-02-09,0.028904965651420707,3.0120503992194116,0,0,2,18.396290136642243,1
Branch_1,2026-02-10,0.01042422555369161,2.664883189966587,0,1,2,23.652219390693816,0
Branch_1,2026-02-11,0.04317053133720845,2.925495440060162,0,2,2,26.67336014821442,0
Branch_1,2026-02-12,0.03904624743896511,1.3591852819379049,0,3,2,30.731248670829025,0
Branch_1,2026-02-13,0.04867840550241292,2.7280639888366274,0,4,2,31.643772717922214,0
Branch_1,2026-02-14,0.02488872905599579,1.8722964681588705,0,5,2,23.33046977008236,0
Branch_1,2026-02-15,0.031742912279643834,3.203242971021522,0,6,2,32.25842357364809,0
Branch_1,2026-02-16,0.011656796735759563,3.619971528780928,0,0,2,26.134014266203323,1
Branch_1,2026-02-17,0.027347537976577196,3.274862904147959,0,1,2,23.031075587219142,1
Branch_1,2026-02-18,0.011882350531836918,1.7865577224122688,0,2,2,23.51311381928983,1
Branch_1,2026-02-19,0.027922292938994887,2.1498492893378205,0,3,2,15.333243772170283,0
Branch_1,2026-02-20,0.0367941623198215,1.6486704064336974,0,4,2,24.551577341406603,0
Branch_1,2026-02-21,0.016197833412198447,1.9509580721725688,0,5,2,25.943099565479034,0
Branch_1,2026-02-22,0.01550354796211812,2.2057388961759927,0,6,2,23.9510654784629,1
Branch_1,2026-02-23,0.012568190847181976,2.6768873815921745,0,0,2,34.30027577141835,0
Branch_1,2026-02-24,0.03230001180866356,3.2908181429469323,0,1,2,20.614486604025572,1
Branch_1,2026-02-25,0.01923888889388424,2.64997540798933,0,2,2,29.88580365258583,0
Branch_1,2026-02-26,0.026853511374294193,3.2015295990169026,1,3,2,34.02207625282304,0
Branch_1,2026-02-27,0.04178452102349294,1.9523293037830776,0,4,2,27.7808707145115,0
Branch_1,2026-02-28,0.032633646366537254,2.361818273414768,0,5,2,11.169878721476312,0
Branch_1,2026-03-01,0.01670859427270716,2.1988410663965405,0,6,3,22.61747740699971,0
Branch_1,2026-03-02,0.010421848612785452,2.5843874069510853,0,0,3,35.212132312301314,0
Branch_1,2026-03-03,0.01577920630549261,2.7017047638209615,0,1,3,32.12114102469876,0
Branch_1,2026-03-04,0.011259892072837103,2.1145751466982166,0,2,3,28.643836043705175,1
Branch_1,2026-03-05,0.01815575100293557,2.266569748825502,0,3,3,29.496606630344868,0
Branch_1,2026-03-06,0.01862930217784496,3.100143186491687,0,4,3,31.287232283637884,1
Branch_1,2026-03-07,0.04305281280646072,1.8336157367443604,0,5,3,31.965171341649196,0
Branch_1,2026-03-08,0.026315993685651035,2.935007095647968,0,6,3,32.4081556104189,0
Branch_1,2026-03-09,0.01509949177450527,2.7090129046314106,0,0,3,38.980087315248895,0
Branch_1,2026-03-10,0.015435667534623297,3.037316070134154,0,1,3,33.490260972187706,0
Branch_1,2026-03-11,0.043951057862308185,2.395490862838245,0,2,3,28.74409948192676,1
Branch_1,2026-03-12,0.011802613615563647,3.242033548936523,0,3,3,37.55544263679757,0
Branch_1,2026-03-13,0.012800159734384966,2.4307893950797124,0,4,3,25.679786514808104,0
Branch_1,2026-03-14,0.041055460857692475,2.474108604437617,0,5,3,33.22015452388014,0
Branch_1,2026-03-15,0.031022656007621517,2.2279332082520376,0,6,3,22.494884309527897,0
Branch_1,2026-03-16,0.040844416298098124,2.4991935663088265,0,0,3,33.474211170396224,0
Branch_1,2026-03-17,0.0154396517370516,2.2144917505185924,0,1,3,33.28860774495255,0
Branch_1,2026-03-18,0.02816007931640358,2.6375239988454533,0,2,3,24.08271040498091,0
Branch_1,2026-03-19,0.02824821015484072,2.928823436391507,0,3,3,29.017334064664215,0
Branch_1,2026-03-20,0.04733872327441866,2.1683028544967407,0,4,3,25.18822767274829,0
Branch_1,2026-03-21,0.01422312918785758,2.2015146198884397,0,5,3,29.031127784363154,0
Branch_1,2026-03-22,0.02087967029261617,2.7011865506278783,0,6,3,39.55446437413279,0
Branch_1,2026-03-23,0.030918193094022182,2.526688060776837,0,0,3,30.804557502354047,0
Branch_1,2026-03-24,0.032259184584712386,2.2854149333369316,1,1,3,38.9271739942296,0
Branch_1,2026-03-25,0.03675735056822361,2.4635378097338902,0,2,3,28.401542969048737,0
Branch_1,2026-03-26,0.046345188101592244,2.058388263011722,0,3,3,26.64556068624363,0
Branch_1,2026-03-27,0.040305647190202055,2.3389663641377982,1,4,3,22.89239036834264,0
Branch_1,2026-03-28,0.011669447044114118,2.120562325590759,0,5,3,25.37402222002002,1
Branch_1,2026-03-29,0.030747332947238196,2.1486565074283495,0,6,3,35.29337870734502,0
Branch_1,2026-03-30,0.0181239557349228,2.3907806531978113,0,0,3,24.18207539383883,0
Branch_1,2026-03-31,0.017493556559757668,2.502691559034558,0,1,3,26.947879082496083,1
Branch_1,2026-04-01,0.010597873129371722,2.5132457649650504,0,2,4,41.482345158617775,0
Branch_1,2026-04-02,0.03257368710062011,2.8785424963932034,0,3,4,37.229771705078775,0
Branch_1,2026-04-03,0.024484060072659984,2.2990116369478057,0,4,4,29.020406647108384,1
Branch_1,2026-04-04,0.024310661981772636,2.053429254330466,1,5,4,32.72414921114141,0
Branch_1,2026-04-05,0.0196463411378385,2.685796662422268,0,6,4,28.798957817391774,0
Branch_1,2026-04-06,0.010801459869585894,2.368484906059848,0,0,4,38.36110125036115,0
Branch_1,2026-04-07,0.01620133263308638,3.120011416110768,0,1,4,18.894832157802018,0
Branch_1,2026-04-08,0.019286717953707292,1.3567900464158185,0,2,4,27.028739950070133,0
Branch_1,2026-04-09,0.024578803939464933,1.7446045393507355,0,3,4,36.35457413084633,0
Branch_1,2026-04-10,0.03708458976399408,2.0396761640319694,0,4,4,38.58004507527466,0
Branch_1,2026-04-11,0.042114211047185116,2.0067563757390974,0,5,4,29.725826665666347,1
Branch_1,2026-04-12,0.010528571328223464,1.9277102259434544,0,6,4,22.066079367398615,0
Branch_1,2026-04-13,0.033977401657907955,1.89804737239304,0,0,4,29.782034960672508,0
Branch_1,2026-04-14,0.023764093580302334,1.7879290443496754,0,1,4,32.37394196701949,0
Branch_1,2026-04-15,0.023776209167036204,2.8530868533593745,0,2,4,35.944724719985295,1
Branch_1,2026-04-16,0.039732429781346223,2.4162884760975873,0,3,4,37.468837971014764,0
Branch_1,2026-04-17,0.023035546070528927,2.4942289750408597,1,4,4,23.954191932127074,0
Branch_1,2026-04-18,0.046285586398753215,2.2639164014386073,0,5,4,30.219104465816006,1
Branch_1,2026-04-19,0.043172995254905165,1.9511505022332574,0,6,4,26.444175174316555,0
Branch_1,2026-04-20,0.02727498462933954,2.423811412549192,0,0,4,24.76579422222492,1
Branch_1,2026-04-21,0.026357536408056104,2.566075462964521,0,1,4,29.352868277696498,0
Branch_1,2026-04-22,0.011421785601839885,1.8743058341949665,0,2,4,27.960354672395326,0
Branch_1,2026-04-23,0.04434108578465325,2.0443967613568317,0,3,4,35.49431726700455,1
Branch_1,2026-04-24,0.028054021236638485,2.7856242200526005,0,4,4,32.05320818766167,0
Branch_1,2026-04-25,0.017327709615894377,3.213639394381828,0,5,4,30.768999864182323,0
Branch_1,2026-04-26,0.01487173558436063,2.482895838965843,0,6,4,33.50588895708505,0
Branch_1,2026-04-27,0.041356692921309106,2.213713644463758,0,0,4,31.13110444750222,0
Branch_1,2026-04-28,0.04583008242673875,2.3346570712770878,0,1,4,31.539787752625994,1
Branch_1,2026-04-29,0.027545967397057808,2.7574465664000183,0,2,4,42.8200727704874,0
Branch_1,2026-04-30,0.033283987262016416,2.0758567037994355,0,3,4,27.40852680484025,0
Branch_1,2026-05-01,0.029164467406919185,2.4718128596918434,0,4,5,30.747420697258452,0
Branch_1,2026-05-02,0.04148532383222042,2.9830975990649593,0,5,5,26.32547411283676,0
Branch_1,2026-05-03,0.0350134572495372,3.3061184177518266,0,6,5,30.422445611789087,1
Branch_1,2026-05-04,0.04354733099027404,2.442105547756733,0,0,5,33.7468110455553,0
Branch_1,2026-05-05,0.03434443347966139,3.2886771692153562,0,1,5,22.098254973777678,1
Branch_1,2026-05-06,0.027974641853033125,2.109697492271043,0,2,5,28.81073707417766,0
Branch_1,2026-05-07,0.0379862449628952,2.545108258925543,0,3,5,25.353498981481756,0
Branch_1,2026-05-08,0.03880799140803401,2.2036292394599584,0,4,5,20.828495004382795,0
Branch_1,2026-05-09,0.010694249534753127,2.084792836774477,0,5,5,29.18533965431022,0
Branch_1,2026-05-10,0.0248495002813687,2.4436429538559086,0,6,5,31.3819488090161,0
Branch_1,2026-05-11,0.027628210354140995,2.6719631569493427,0,0,5,32.95986692012721,0
Branch_1,2026-05-12,0.04549770120017086,2.2010829119106536,0,1,5,32.33930414935914,0
Branch_1,2026-05-13,0.014620827730946818,3.10453189901322,0,2,5,28.984075447341432,0
Branch_1,2026-05-14,0.030857823417041078,2.9553663059786888,0,3,5,30.143160400792578,0
Branch_1,2026-05-15,0.014351434522820936,2.4807974368920243,0,4,5,30.426199310827514,0
Branch_1,2026-05-16,0.04370633203758813,3.1686335912087236,0,5,5,25.857694690864708,0
Branch_1,2026-05-17,0.028100581204815147,1.4229118618616197,0,6,5,25.6696755467078,1
Branch_1,2026-05-18,0.03133732207260605,1.6779727876038821,0,0,5,18.019180796810847,0
Branch_1,2026-05-19,0.02046132750524306,2.6146676098814035,0,1,5,22.911576024172227,0
Branch_1,2026-05-20,0.036484287003013864,2.063180891895175,0,2,5,22.152479301018,1
Branch_1,2026-05-21,0.030188782746026762,2.546169063381338,0,3,5,30.53535246597127,1
Branch_1,2026-05-22,0.03483956556549149,2.9189551183570948,0,4,5,22.270554013942963,0
Branch_1,2026-05-23,0.048231050347792646,2.458885537093545,1,5,5,27.18265839638633,0
Branch_1,2026-05-24,0.01612040365711734,2.745915903798547,0,6,5,28.345398512840333,0
Branch_1,2026-05-25,0.0253582478348148,2.178111233188607,0,0,5,19.449498151975487,0
Branch_1,2026-05-26,0.04938253576274023,1.98030031655744,0,1,5,22.6410918846602,1
Branch_1,2026-05-27,0.0398916669180659,2.8626737576306134,0,2,5,21.20781186629952,0
Branch_1,2026-05-28,0.02042827122434805,3.4310964984906924,0,3,5,28.044541689138867,0
Branch_1,2026-05-29,0.022393875320587828,1.5285873952129048,0,4,5,27.83075509743694,0
Branch_1,2026-05-30,0.027204596681483454,3.1997474324841004,0,5,5,19.444442788705988,0
Branch_1,2026-05-31,0.0416515257631619,2.9356109147867038,0,6,5,24.666188744234002,0
Branch_1,2026-06-01,0.034284412671839605,2.998137031360718,0,0,6,29.885329772266918,0
Branch_1,2026-06-02,0.03169058617314309,3.282490187341918,0,1,6,16.176780315036623,0
Branch_1,2026-06-03,0.022883171362469104,2.8021250376107583,1,2,6,27.47058098359395,0
Branch_1,2026-06-04,0.032978449918105765,2.9698148862265814,0,3,6,22.66008638833619,0
Branch_1,2026-06-05,0.027223928028622574,1.3790889153041461,0,4,6,31.61196068970864,1
Branch_1,2026-06-06,0.012017288351862417,2.6424668815412637,0,5,6,25.433398676733983,1
Branch_1,2026-06-07,0.020114946067366437,2.2636447251677736,1,6,6,35.56383396801084,1
Branch_1,2026-06-08,0.03573880319240315,3.1878677704192673,1,0,6,16.782395392154115,0
Branch_1,2026-06-09,0.04965563984369172,2.3787006949628,1,1,6,28.99078750051075,1
Branch_10,2025-10-03,0.041507996201194435,3.900170084032836,0,4,10,13.489271950669165,0
Branch_10,2025-10-04,0.03193023132227491,2.8997638233091796,0,5,10,-0.734694902040248,0
Branch_10,2025-10-05,0.029540381511215203,2.2748984706541386,0,6,10,9.845282750609584,0
Branch_10,2025-10-06,0.03338497739763477,2.6371227237642767,0,0,10,13.192398982556668,0
Branch_10,2025-10-07,0.042556475226221184,2.3254276229895328,0,1,10,9.452603648567392,0
Branch_10,2025-10-08,0.016973365924394985,2.1213713052737653,0,2,10,6.036723103583377,0
Branch_10,2025-10-09,0.026860262214484055,2.4286949064072316,0,3,10,17.25810567651358,0
Branch_10,2025-10-10,0.044023758656304056,2.6938778964962924,0,4,10,8.449718239286328,0
Branch_10,2025-10-11,0.027056513886772035,2.8286142915548176,0,5,10,10.143536380954336,0
Branch_10,2025-10-12,0.013849707022607625,3.330234092121963,0,6,10,10.130734925761372,0
Branch_10,2025-10-13,0.037352207396514764,2.47770111018492,0,0,10,4.447099114695594,0
Branch_10,2025-10-14,0.039127515506961474,2.4709033200998918,0,1,10,12.600191402460023,1
Branch_10,2025-10-15,0.025634454458930155,2.8653043234963707,0,2,10,11.091868735371431,0
Branch_10,2025-10-16,0.023907007677696438,2.2059174115741818,0,3,10,15.465254749265446,0
Branch_10,2025-10-17,0.03728115748076522,2.47614319657299,0,4,10,9.795129652416922,0
Branch_10,2025-10-18,0.012599188329431578,1.985142052407481,0,5,10,11.365127263466452,0
Branch_10,2025-10-19,0.03838904664819205,2.27366539839199,0,6,10,12.727631990398683,0
Branch_10,2025-10-20,0.023347044723846376,2.0789108070915736,0,0,10,7.565623785311429,1
Branch_10,2025-10-21,0.04823753481429397,2.1275761595826466,0,1,10,3.681984410274171,0
Branch_10,2025-10-22,0.01837266147922224,2.9922749897191183,0,2,10,13.633432593383988,1
Branch_10,2025-10-23,0.041688065069641414,2.0524890379694254,0,3,10,9.82686305893424,1
Branch_10,2025-10-24,0.01423162902378512,2.1332562858596744,0,4,10,3.4675669402467646,0
Branch_10,2025-10-25,0.03648713073514408,3.2882234338419156,0,5,10,24.56253890328437,0
Branch_10,2025-10-26,0.03877117982988934,2.1302127438098695,0,6,10,22.274754647967026,0
Branch_10,2025-10-27,0.034701119129275995,3.3702720624574427,0,0,10,8.60214235091797,1
Branch_10,2025-10-28,0.034060531339826575,2.4385463560633283,0,1,10,16.612378841747436,0
Branch_10,2025-10-29,0.021999347762383513,2.4917819650565556,0,2,10,19.318372128430447,1
Branch_10,2025-10-30,0.03253013792505187,2.3044181715346492,0,3,10,7.959720200677614,0
Branch_10,2025-10-31,0.04345722859345673,2.879206962497551,0,4,10,18.8810160217817,0
Branch_10,2025-11-01,0.044957457511395904,2.0218271743577847,1,5,11,11.1581835782661,1
Branch_10,2025-11-02,0.03561370233128619,1.866145329251204,1,6,11,-4.155976123824447,0
Branch_10,2025-11-03,0.03612378060835361,2.1965509291579854,0,0,11,6.921446224978325,0
Branch_10,2025-11-04,0.014849524803641377,3.6236598658074115,1,1,11,21.629547385648372,0
Branch_10,2025-11-05,0.037699288198429416,3.454181473798625,0,2,11,16.234432707517147,1
Branch_10,2025-11-06,0.023978494056062317,3.018472893969794,0,3,11,14.120907127067849,0
Branch_10,2025-11-07,0.04857748869330671,2.51492572638965,0,4,11,22.402757377199723,1
Branch_10,2025-11-08,0.021350658704810305,1.9712223933369726,0,5,11,8.01779998853229,0
Branch_10,2025-11-09,0.012677359290537047,2.460792405376924,0,6,11,16.559354631703442,0
Branch_10,2025-11-10,0.04612334139487217,1.6138355607783028,1,0,11,22.160030469716737,0
Branch_10,2025-11-11,0.03198494585238643,2.124499935852818,1,1,11,16.052200435417117,0
Branch_10,2025-11-12,0.03347586430702906,1.8318559457825603,0,2,11,14.43142418924637,0
Branch_10,2025-11-13,0.03510646195798094,2.8500189204799224,1,3,11,12.1325997283922,0
Branch_10,2025-11-14,0.026389804879659102,1.8421513753148315,0,4,11,11.204834806595562,1
Branch_10,2025-11-15,0.03452227667858283,2.7662292579729475,0,5,11,7.700790881841003,0
Branch_10,2025-11-16,0.0223115224767255,2.107744515173788,0,6,11,7.108891033211402,0
Branch_10,2025-11-17,0.042703292802221564,3.1160814985651886,0,0,11,11.725850981994327,0
Branch_10,2025-11-18,0.03394624643839197,2.4758066954136924,0,1,11,8.024292890787557,0
Branch_10,2025-11-19,0.02787731302075382,1.910163880324355,0,2,11,12.768955636397578,1
