customer_id,age,gender,monthly_income,job_tenure,loan_amount,loan_term,credit_history,open_accounts,current_debt,past_delinquencies,marital_status,education_level,home_ownership,credit_approved
240,26,Female,4427,5,21339,32,783,2,22465,1,Married,Bachelor,Rent,0
241,39,Male,7581,19,46180,43,635,1,30000,5,Single,Master,Own,0
242,40,Female,6930,18,46759,25,809,8,29852,1,Married,Bachelor,Rent,1
243,22,Male,4839,0,38510,24,516,5,18770,8,Single,High School,Own,1
244,35,Male,4785,8,18339,40,798,4,24778,1,Married,Bachelor,Rent,0
245,37,Female,5516,1,33760,35,691,3,22631,4,Single,High School,Rent,1
246,29,Female,3884,7,18523,19,850,6,11484,4,Married,High School,Own,0
247,36,Male,4182,11,10024,13,804,2,11642,1,Single,Master,Rent,0
248,28,Female,4015,8,40162,34,580,1,14436,6,Married,Bachelor,Rent,0
249,41,Female,2252,5,1000,12,666,3,5402,3,Single,Bachelor,Rent,0
250,50,Female,2126,1,16333,25,675,4,14485,4,Married,Master,Own,1
251,43,Female,5129,1,30396,36,651,2,16194,2,Single,Bachelor,Rent,0
252,52,Male,6164,27,40304,20,850,2,27116,3,Married,PhD,Rent,0
253,37,Female,12109,15,50000,45,593,6,30000,3,Married,Bachelor,Own,1
254,36,Female,4314,13,26706,38,850,8,20257,3,Single,Bachelor,Rent,1
255,50,Female,2716,18,13348,18,850,3,7472,2,Married,High School,Rent,0
256,32,Male,4109,8,18132,37,556,7,16150,3,Married,Bachelor,Own,0
257,52,Female,6592,22,45205,27,582,4,15763,3,Single,High School,Own,0
258,46,Male,4392,20,10473,31,675,4,8388,3,Married,Bachelor,Rent,0
259,45,Male,6167,22,28039,15,511,2,11392,5,Divorced,Master,Rent,0
260,41,Female,7077,5,43011,25,838,1,27602,2,Married,PhD,Own,0
261,37,Female,3871,11,3545,59,782,3,14082,1,Single,High School,Rent,0
262,23,Male,6863,3,23151,47,635,2,24508,2,Married,Bachelor,Own,0
263,23,Male,6429,5,27989,39,541,6,23943,2,Married,Bachelor,Rent,0
264,36,Male,7304,2,28234,32,790,5,30000,2,Single,High School,Rent,0
265,29,Female,2568,5,8820,17,680,4,15071,3,Divorced,High School,Rent,0
266,37,Female,4781,2,12123,59,831,2,11175,0,Single,Master,Own,1
267,24,Male,7084,5,42200,21,720,5,16940,0,Married,High School,Rent,1
268,41,Male,11426,22,50000,34,850,4,30000,0,Married,Bachelor,Own,0
269,46,Female,5023,7,35328,31,645,7,15653,3,Single,High School,Rent,1
270,32,Female,5475,6,30942,45,683,1,16505,6,Single,Master,Own,0
271,34,Female,12197,14,50000,42,771,5,30000,1,Divorced,Bachelor,Own,0
272,28,Female,2809,8,16464,34,850,5,0,0,Divorced,Bachelor,Rent,0
273,50,Female,3801,3,15285,12,652,4,13208,5,Married,Bachelor,Rent,0
274,38,Male,6980,7,36547,56,716,4,23013,0,Single,High School,Rent,0
275,33,Female,7108,13,37108,49,566,3,27111,3,Married,High School,Own,0
276,48,Male,12723,20,50000,42,702,3,30000,2,Married,Bachelor,Own,0
277,36,Female,5986,6,42250,24,725,3,16094,3,Married,Bachelor,Rent,1
278,30,Male,3266,12,15950,15,581,3,10807,3,Single,Bachelor,Rent,0
279,53,Female,5604,29,42170,29,684,9,20295,5,Married,Bachelor,Rent,1
280,32,Male,3326,11,10475,24,584,3,14688,2,Married,Bachelor,Rent,1
281,22,Female,2089,1,9226,49,714,4,0,1,Married,High School,Rent,1
282,40,Male,4209,1,19764,26,648,3,18002,2,Married,High School,Own,0
283,41,Female,14956,3,50000,32,644,2,30000,4,Married,High School,Own,0
284,45,Female,7723,1,50000,12,801,4,30000,1,Married,Master,Rent,1
285,32,Female,8420,5,50000,18,614,1,30000,4,Married,Bachelor,Own,0
286,44,Male,4032,6,16624,37,646,5,12257,3,Single,High School,Own,0
287,54,Male,6998,33,15733,57,630,5,25877,2,Single,High School,Own,0
288,33,Female,4387,5,35413,28,850,3,17756,0,Single,Bachelor,Own,0
289,32,Male,3988,1,24562,23,850,6,19326,1,Married,Bachelor,Rent,0
290,43,Male,4866,24,43054,47,692,2,26514,0,Single,High School,Rent,0
291,33,Female,11772,6,50000,43,780,3,30000,3,Married,High School,Own,1
292,40,Female,4556,18,29844,44,722,2,13561,3,Divorced,Bachelor,Rent,0
293,33,Female,6657,12,13729,17,850,5,24001,0,Married,Bachelor,Own,0
294,30,Male,6997,4,30506,57,756,5,24341,1,Married,High School,Own,1
295,29,Female,2403,6,12521,35,726,2,3210,2,Divorced,High School,Rent,1
296,18,Male,6521,0,30801,30,833,4,23037,1,Married,High School,Rent,1
297,50,Female,2451,16,50000,22,700,6,5229,2,Single,High School,Rent,0
298,67,Male,5839,39,50000,51,518,5,23190,3,Single,High School,Own,0
299,31,Female,7986,5,50000,51,765,4,27707,4,Divorced,Master,Own,1
300,36,Female,4944,16,7246,57,850,7,22847,1,Single,Master,Own,1
301,37,Male,2569,4,23278,39,779,3,6135,2,Married,Bachelor,Rent,0
302,55,Female,5374,20,23911,20,765,6,23719,2,Married,Bachelor,Rent,0
303,18,Female,3622,0,16392,49,610,2,9848,2,Divorced,Bachelor,Rent,0
304,18,Female,4428,0,14143,24,850,4,25169,0,Married,Master,Rent,0
305,45,Female,2875,22,33287,48,850,5,14461,2,Single,Bachelor,Rent,0
306,30,Male,2289,8,11588,21,620,2,7130,7,Married,Bachelor,Rent,0
307,41,Female,8504,17,41497,23,850,2,30000,0,Married,Bachelor,Rent,0
308,34,Male,4981,9,35568,50,534,5,17485,5,Single,High School,Rent,0
309,32,Female,7592,13,50000,54,750,2,23174,2,Married,High School,Rent,1
310,42,Male,2950,20,13208,30,850,3,10456,1,Married,Bachelor,Rent,1
311,44,Male,5290,17,48230,20,638,4,18371,2,Married,High School,Rent,0
312,26,Male,4408,8,26518,59,751,4,8528,1,Divorced,Bachelor,Rent,1
313,41,Female,3769,11,7492,53,651,2,10523,3,Married,Bachelor,Rent,0
314,35,Male,5404,15,20019,57,641,4,22748,4,Married,High School,Own,0
315,33,Male,3049,6,5853,17,576,5,14244,6,Single,Bachelor,Own,0
316,18,Female,2177,0,9526,32,458,6,17800,8,Married,Bachelor,Rent,0
317,29,Male,4417,1,13937,21,735,4,24271,3,Single,Bachelor,Rent,0
318,38,Male,4138,7,30400,53,709,4,14993,1,Married,Bachelor,Rent,0
319,32,Male,7995,3,39319,42,664,4,30000,3,Single,Master,Rent,0
320,43,Female,4591,8,24895,14,618,4,14643,6,Single,Master,Rent,1
321,18,Female,5493,0,39000,56,834,4,28961,3,Married,Bachelor,Rent,0
322,49,Female,3243,28,27583,16,756,3,16131,3,Single,High School,Own,0
323,42,Female,9062,13,35712,53,595,3,29152,5,Married,High School,Rent,0
324,36,Male,9589,5,50000,59,708,2,30000,2,Single,High School,Own,0
325,28,Male,5006,4,23513,38,599,6,5388,3,Married,Bachelor,Own,1
326,18,Male,4461,0,24191,35,628,6,18652,2,Divorced,High School,Rent,1
327,38,Male,2031,10,6558,60,504,3,16687,6,Divorced,High School,Rent,0
328,51,Female,5417,13,50000,55,740,2,19718,2,Divorced,Bachelor,Own,1
329,34,Male,5566,16,43848,57,686,4,11228,3,Married,High School,Own,0
330,54,Female,3984,9,28982,45,601,4,5607,6,Single,Bachelor,Rent,0
331,34,Male,3306,12,17678,53,621,1,9236,3,Single,Bachelor,Rent,0
332,38,Male,11069,11,50000,19,627,2,30000,4,Single,PhD,Own,1
333,45,Male,6618,24,39346,14,587,4,27035,2,Married,High School,Rent,0
334,23,Male,3290,2,19295,49,744,3,9613,2,Divorced,High School,Own,1
335,46,Male,2895,21,1000,29,657,3,14984,1,Married,Bachelor,Rent,0
336,32,Female,7365,6,47327,60,606,3,20714,2,Single,Bachelor,Own,0
337,33,Female,2520,11,30831,18,752,6,2971,1,Single,Bachelor,Rent,0
338,33,Male,4851,12,48811,27,692,3,13617,3,Single,Bachelor,Rent,1
339,18,Female,10474,0,50000,24,703,4,30000,2,Single,Bachelor,Rent,1
340,18,Male,6184,0,50000,17,845,4,16946,1,Married,High School,Rent,0
341,29,Female,2000,0,14655,15,658,2,6694,4,Married,Bachelor,Own,1
342,35,Female,10064,8,50000,37,822,7,30000,1,Married,Bachelor,Own,0
343,29,Female,7052,6,26683,51,793,3,24037,1,Single,Master,Rent,0
344,55,Female,5970,3,44537,19,672,4,26992,5,Single,Bachelor,Own,1
345,42,Female,2856,2,1000,33,627,5,6512,5,Married,Bachelor,Rent,1
346,39,Female,5414,9,43715,16,850,4,14261,0,Married,Master,Rent,0
347,43,Male,13808,17,50000,54,561,3,30000,7,Single,Master,Own,0
348,33,Male,6122,14,33415,48,754,7,16000,1,Married,Bachelor,Rent,0
349,33,Male,8947,12,31967,26,558,5,30000,7,Single,PhD,Own,0
350,36,Male,8711,17,49524,49,787,4,27750,1,Single,High School,Own,1
351,39,Male,5118,20,27280,58,850,3,7561,1,Married,High School,Own,0
352,30,Female,3053,7,40898,25,678,3,17076,3,Married,Master,Rent,0
353,39,Male,4676,10,18845,44,737,4,19945,0,Married,Bachelor,Rent,0
